Timestamp,SKU,Channel,Orders,Cart_Additions,Checkout_Conversion_Rate,Forecast_72H,Real_Demand_72H
2023-07-01 05:00:00,ECO900,MOBILE,18,56,2.95,37,23
2023-07-01 05:00:00,ECO900,APP,2,55,18.33,-9,-9
2023-07-01 05:00:00,ECOBOOST,WEB,3,7,1.75,18,-3
2023-07-01 05:00:00,ECOBOOST,MOBILE,9,23,2.3,-3,16
2023-07-01 05:00:00,ECOBOOST,APP,9,39,3.9,24,-2
2023-07-01 06:00:00,ECO300,WEB,39,81,2.02,56,29
2023-07-01 06:00:00,ECO300,MOBILE,28,64,2.21,39,33
2023-07-01 06:00:00,ECO300,APP,13,21,1.5,27,13
2023-07-01 06:00:00,ECO900,WEB,8,31,3.44,7,6
2023-07-01 06:00:00,ECO900,MOBILE,2,16,5.33,-12,-12
2023-07-01 06:00:00,ECO900,APP,31,31,0.97,47,25
2023-07-01 06:00:00,ECOBOOST,WEB,22,47,2.04,28,11
2023-07-01 06:00:00,ECOBOOST,MOBILE,7,18,2.25,2,16
2023-07-01 06:00:00,ECOBOOST,APP,8,50,5.56,1,15
2023-07-01 07:00:00,ECO300,WEB,0,44,44.0,-5,-12
2023-07-01 07:00:00,ECO300,MOBILE,49,83,1.66,60,45
2023-07-01 07:00:00,ECO300,APP,20,22,1.05,22,27
2023-07-01 07:00:00,ECO900,WEB,13,58,4.14,-4,5
2023-07-01 07:00:00,ECO900,MOBILE,33,42,1.24,28,25
2023-07-01 07:00:00,ECO900,APP,15,19,1.19,25,7
2023-07-01 07:00:00,ECOBOOST,WEB,36,42,1.14,32,40
2023-07-01 07:00:00,ECOBOOST,MOBILE,43,53,1.2,31,29
2023-07-01 07:00:00,ECOBOOST,APP,45,82,1.78,30,35
2023-07-01 08:00:00,ECO300,WEB,5,5,0.83,19,-6
2023-07-01 08:00:00,ECO300,MOBILE,9,56,5.6,20,19
2023-07-01 08:00:00,ECO300,APP,29,46,1.53,12,43
2023-07-01 08:00:00,ECO900,WEB,8,46,5.11,-9,-4
2023-07-01 08:00:00,ECO900,MOBILE,18,22,1.16,25,26
2023-07-01 08:00:00,ECO900,APP,40,98,2.39,42,32
2023-07-01 08:00:00,ECOBOOST,WEB,19,36,1.8,21,16
2023-07-01 08:00:00,ECOBOOST,MOBILE,1,7,3.5,-9,-4
2023-07-01 08:00:00,ECOBOOST,APP,10,45,4.09,6,14
2023-07-01 09:00:00,ECO300,WEB,22,42,1.83,35,22
2023-07-01 09:00:00,ECO300,MOBILE,10,60,5.45,24,-1
2023-07-01 09:00:00,ECO300,APP,36,79,2.14,18,36
2023-07-01 09:00:00,ECO900,WEB,39,72,1.8,49,25
2023-07-01 09:00:00,ECO900,MOBILE,34,85,2.43,46,21
2023-07-01 09:00:00,ECO900,APP,13,46,3.29,17,22
2023-07-01 09:00:00,ECOBOOST,WEB,25,84,3.23,24,27
2023-07-01 09:00:00,ECOBOOST,MOBILE,44,62,1.38,57,33
2023-07-01 09:00:00,ECOBOOST,APP,34,69,1.97,24,26
2023-07-01 10:00:00,ECO300,WEB,21,66,3.0,18,14
2023-07-01 10:00:00,ECO300,MOBILE,35,70,1.94,21,46
2023-07-01 10:00:00,ECO300,APP,4,31,6.2,13,-7
2023-07-01 10:00:00,ECO900,WEB,23,67,2.79,20,10
2023-07-01 10:00:00,ECO900,MOBILE,39,72,1.8,24,49
2023-07-01 10:00:00,ECO900,APP,15,74,4.62,21,23
2023-07-01 10:00:00,ECOBOOST,WEB,31,80,2.5,29,28
2023-07-01 10:00:00,ECOBOOST,MOBILE,6,28,4.0,-14,19
2023-07-01 10:00:00,ECOBOOST,APP,15,50,3.12,4,0
2023-07-01 11:00:00,ECO300,WEB,32,56,1.7,46,20
2023-07-01 11:00:00,ECO300,MOBILE,13,71,5.07,29,13
2023-07-01 11:00:00,ECO300,APP,27,31,1.11,12,19
2023-07-01 11:00:00,ECO900,WEB,2,17,5.67,-6,-6
2023-07-01 11:00:00,ECO900,MOBILE,18,45,2.37,29,7
2023-07-01 11:00:00,ECO900,APP,14,60,4.0,28,22
2023-07-01 11:00:00,ECOBOOST,WEB,10,16,1.45,20,20
2023-07-01 11:00:00,ECOBOOST,MOBILE,46,77,1.64,54,36
2023-07-01 11:00:00,ECOBOOST,APP,40,79,1.93,25,25
2023-07-01 12:00:00,ECO300,WEB,15,30,1.88,0,17
2023-07-01 12:00:00,ECO300,MOBILE,33,52,1.53,31,25
2023-07-01 12:00:00,ECO300,APP,29,52,1.73,48,41
2023-07-01 12:00:00,ECO900,WEB,38,78,2.0,44,31
2023-07-01 12:00:00,ECO900,MOBILE,28,79,2.72,20,17
2023-07-01 12:00:00,ECO900,APP,21,35,1.59,23,22
2023-07-01 12:00:00,ECOBOOST,WEB,26,54,2.0,26,35
2023-07-01 12:00:00,ECOBOOST,MOBILE,11,35,2.92,-7,10
2023-07-01 12:00:00,ECOBOOST,APP,47,57,1.19,41,41
2023-07-01 13:00:00,ECO300,WEB,31,46,1.44,20,43
2023-07-01 13:00:00,ECO300,MOBILE,39,72,1.8,36,25
2023-07-01 13:00:00,ECO300,APP,38,88,2.26,44,29
2023-07-01 13:00:00,ECO900,WEB,45,83,1.8,35,30
2023-07-01 13:00:00,ECO900,MOBILE,36,79,2.14,35,33
2023-07-01 13:00:00,ECO900,APP,46,59,1.26,32,37
2023-07-01 13:00:00,ECOBOOST,WEB,27,62,2.21,24,13
2023-07-01 13:00:00,ECOBOOST,MOBILE,44,56,1.24,44,44
2023-07-01 13:00:00,ECOBOOST,APP,0,43,43.0,14,12
2023-07-01 14:00:00,ECO300,WEB,37,66,1.74,32,51
2023-07-01 14:00:00,ECO300,MOBILE,26,44,1.63,32,16
2023-07-01 14:00:00,ECO300,APP,28,42,1.45,41,16
2023-07-01 14:00:00,ECO900,WEB,2,53,17.67,-11,16
2023-07-01 14:00:00,ECO900,MOBILE,44,84,1.87,29,33
2023-07-01 14:00:00,ECO900,APP,30,76,2.45,29,18
2023-07-01 14:00:00,ECOBOOST,WEB,49,98,1.96,38,60
2023-07-01 14:00:00,ECOBOOST,MOBILE,43,68,1.55,38,40
2023-07-01 14:00:00,ECOBOOST,APP,20,37,1.76,21,24
2023-07-01 15:00:00,ECO300,WEB,38,94,2.41,31,25
2023-07-01 15:00:00,ECO300,MOBILE,1,48,24.0,-17,15
2023-07-01 15:00:00,ECO300,APP,39,83,2.08,54,48
2023-07-01 15:00:00,ECO900,WEB,12,25,1.92,11,10
2023-07-01 15:00:00,ECO900,MOBILE,37,96,2.53,54,50
2023-07-01 15:00:00,ECO900,APP,20,46,2.19,3,11
2023-07-01 15:00:00,ECOBOOST,WEB,48,96,1.96,65,38
2023-07-01 15:00:00,ECOBOOST,MOBILE,42,45,1.05,28,31
2023-07-01 15:00:00,ECOBOOST,APP,27,36,1.29,9,36
2023-07-01 16:00:00,ECO300,WEB,39,65,1.62,27,43
2023-07-01 16:00:00,ECO300,MOBILE,27,64,2.29,10,38
2023-07-01 16:00:00,ECO300,APP,37,90,2.37,51,25
2023-07-01 16:00:00,ECO900,WEB,31,65,2.03,17,29
2023-07-01 16:00:00,ECO900,MOBILE,2,18,6.0,13,11
2023-07-01 16:00:00,ECO900,APP,44,93,2.07,41,48
2023-07-01 16:00:00,ECOBOOST,WEB,0,26,26.0,-18,-10
2023-07-01 16:00:00,ECOBOOST,MOBILE,18,66,3.47,30,20
2023-07-01 16:00:00,ECOBOOST,APP,37,42,1.11,32,43
2023-07-01 17:00:00,ECO300,WEB,26,52,1.93,9,24
2023-07-01 17:00:00,ECO300,MOBILE,3,11,2.75,-15,8
2023-07-01 17:00:00,ECO300,APP,24,33,1.32,24,28
2023-07-01 17:00:00,ECO900,WEB,27,86,3.07,17,26
2023-07-01 17:00:00,ECO900,MOBILE,4,62,12.4,-16,-5
2023-07-01 17:00:00,ECO900,APP,15,47,2.94,10,1
2023-07-01 17:00:00,ECOBOOST,WEB,46,86,1.83,32,31
2023-07-01 17:00:00,ECOBOOST,MOBILE,27,50,1.79,44,38
2023-07-01 17:00:00,ECOBOOST,APP,42,56,1.3,57,48
2023-07-01 18:00:00,ECO300,WEB,37,57,1.5,33,29
2023-07-01 18:00:00,ECO300,MOBILE,28,72,2.48,37,39
2023-07-01 18:00:00,ECO300,APP,47,72,1.5,38,45
2023-07-01 18:00:00,ECO900,WEB,28,38,1.31,24,21
2023-07-01 18:00:00,ECO900,MOBILE,34,51,1.46,33,35
2023-07-01 18:00:00,ECO900,APP,49,88,1.76,53,53
2023-07-01 18:00:00,ECOBOOST,WEB,34,42,1.2,22,29
2023-07-01 18:00:00,ECOBOOST,MOBILE,0,25,25.0,-12,-11
2023-07-01 18:00:00,ECOBOOST,APP,26,48,1.78,6,13
2023-07-01 19:00:00,ECO300,WEB,49,65,1.3,64,63
2023-07-01 19:00:00,ECO300,MOBILE,13,27,1.93,32,12
2023-07-01 19:00:00,ECO300,APP,4,19,3.8,1,9
2023-07-01 19:00:00,ECO900,WEB,46,99,2.11,52,55
2023-07-01 19:00:00,ECO900,MOBILE,39,39,0.98,56,53
2023-07-01 19:00:00,ECO900,APP,49,64,1.28,53,38
2023-07-01 19:00:00,ECOBOOST,WEB,17,57,3.17,13,12
2023-07-01 19:00:00,ECOBOOST,MOBILE,35,47,1.31,18,30
2023-07-01 19:00:00,ECOBOOST,APP,3,55,13.75,-1,10
2023-07-01 20:00:00,ECO300,WEB,39,98,2.45,25,45
2023-07-01 20:00:00,ECO300,MOBILE,19,33,1.65,33,9
2023-07-01 20:00:00,ECO300,APP,28,56,1.93,21,27
2023-07-01 20:00:00,ECO900,WEB,2,49,16.33,2,-5
2023-07-01 20:00:00,ECO900,MOBILE,6,27,3.86,-13,19
2023-07-01 20:00:00,ECO900,APP,41,53,1.26,41,35
2023-07-01 20:00:00,ECOBOOST,WEB,22,45,1.96,5,25
2023-07-01 20:00:00,ECOBOOST,MOBILE,40,87,2.12,44,53
2023-07-01 20:00:00,ECOBOOST,APP,49,107,2.14,49,55
2023-07-01 21:00:00,ECO300,WEB,1,27,13.5,7,5
2023-07-01 21:00:00,ECO300,MOBILE,41,44,1.05,31,41
2023-07-01 21:00:00,ECO300,APP,7,12,1.5,0,19
2023-07-01 21:00:00,ECO900,WEB,12,63,4.85,17,6
2023-07-01 21:00:00,ECO900,MOBILE,18,73,3.84,19,22
2023-07-01 21:00:00,ECO900,APP,46,92,1.96,39,46
2023-07-01 21:00:00,ECOBOOST,WEB,19,64,3.2,35,23
2023-07-01 21:00:00,ECOBOOST,MOBILE,21,22,1.0,2,9
2023-07-01 21:00:00,ECOBOOST,APP,27,79,2.82,21,28
2023-07-01 22:00:00,ECO300,WEB,1,41,20.5,-6,9
2023-07-01 22:00:00,ECO300,MOBILE,34,49,1.4,32,45
2023-07-01 22:00:00,ECO300,APP,7,52,6.5,20,-5
2023-07-01 22:00:00,ECO900,WEB,15,69,4.31,8,6
2023-07-01 22:00:00,ECO900,MOBILE,28,56,1.93,10,18
2023-07-01 22:00:00,ECO900,APP,48,50,1.02,41,38
2023-07-01 22:00:00,ECOBOOST,WEB,13,46,3.29,11,-1
2023-07-01 22:00:00,ECOBOOST,MOBILE,47,67,1.4,59,61
2023-07-01 22:00:00,ECOBOOST,APP,13,51,3.64,19,18
2023-07-01 23:00:00,ECO300,WEB,35,42,1.17,54,44
2023-07-01 23:00:00,ECO300,MOBILE,22,45,1.96,37,19
2023-07-01 23:00:00,ECO300,APP,39,68,1.7,41,29
2023-07-01 23:00:00,ECO900,WEB,20,38,1.81,1,20
2023-07-01 23:00:00,ECO900,MOBILE,26,47,1.74,45,32
2023-07-01 23:00:00,ECO900,APP,16,51,3.0,28,3
2023-07-01 23:00:00,ECOBOOST,WEB,13,17,1.21,31,1
2023-07-01 23:00:00,ECOBOOST,MOBILE,29,37,1.23,24,21
2023-07-01 23:00:00,ECOBOOST,APP,40,89,2.17,25,50
2023-07-02 00:00:00,ECO300,WEB,1,26,13.0,-17,13
2023-07-02 00:00:00,ECO300,MOBILE,18,68,3.58,2,14
2023-07-02 00:00:00,ECO300,APP,32,61,1.85,47,23
2023-07-02 00:00:00,ECO900,WEB,27,75,2.68,37,12
2023-07-02 00:00:00,ECO900,MOBILE,0,6,6.0,5,-14
2023-07-02 00:00:00,ECO900,APP,32,38,1.15,48,20
2023-07-02 00:00:00,ECOBOOST,WEB,44,67,1.49,45,48
2023-07-02 00:00:00,ECOBOOST,MOBILE,25,55,2.12,24,38
2023-07-02 00:00:00,ECOBOOST,APP,37,47,1.24,55,40
2023-07-02 01:00:00,ECO300,WEB,35,67,1.86,26,45
2023-07-02 01:00:00,ECO300,MOBILE,13,47,3.36,26,25
2023-07-02 01:00:00,ECO300,APP,15,53,3.31,27,25
2023-07-02 01:00:00,ECO900,WEB,2,34,11.33,-11,3
2023-07-02 01:00:00,ECO900,MOBILE,25,37,1.42,21,36
2023-07-02 01:00:00,ECO900,APP,8,60,6.67,10,11
2023-07-02 01:00:00,ECOBOOST,WEB,24,27,1.08,7,15
2023-07-02 01:00:00,ECOBOOST,MOBILE,6,60,8.57,13,13
2023-07-02 01:00:00,ECOBOOST,APP,22,38,1.65,36,29
2023-07-02 02:00:00,ECO300,WEB,48,79,1.61,46,56
2023-07-02 02:00:00,ECO300,MOBILE,11,46,3.83,30,-4
2023-07-02 02:00:00,ECO300,APP,33,74,2.18,34,44
2023-07-02 02:00:00,ECO900,WEB,10,10,0.91,-9,3
2023-07-02 02:00:00,ECO900,MOBILE,37,93,2.45,55,39
2023-07-02 02:00:00,ECO900,APP,11,24,2.0,16,0
2023-07-02 02:00:00,ECOBOOST,WEB,32,51,1.55,31,39
2023-07-02 02:00:00,ECOBOOST,MOBILE,1,23,11.5,-2,15
2023-07-02 02:00:00,ECOBOOST,APP,38,80,2.05,48,26
2023-07-02 03:00:00,ECO300,WEB,48,79,1.61,49,48
2023-07-02 03:00:00,ECO300,MOBILE,24,28,1.12,37,29
2023-07-02 03:00:00,ECO300,APP,7,9,1.12,6,16
2023-07-02 03:00:00,ECO900,WEB,49,93,1.86,46,38
2023-07-02 03:00:00,ECO900,MOBILE,37,48,1.26,21,30
2023-07-02 03:00:00,ECO900,APP,43,97,2.2,52,28
2023-07-02 03:00:00,ECOBOOST,WEB,21,70,3.18,27,35
2023-07-02 03:00:00,ECOBOOST,MOBILE,0,7,7.0,8,-7
2023-07-02 03:00:00,ECOBOOST,APP,21,32,1.45,6,13
2023-07-02 04:00:00,ECO300,WEB,45,59,1.28,52,32
2023-07-02 04:00:00,ECO300,MOBILE,48,88,1.8,56,56
2023-07-02 04:00:00,ECO300,APP,11,23,1.92,5,4
2023-07-02 04:00:00,ECO900,WEB,44,53,1.18,25,34
2023-07-02 04:00:00,ECO900,MOBILE,9,47,4.7,-3,10
2023-07-02 04:00:00,ECO900,APP,14,20,1.33,20,0
2023-07-02 04:00:00,ECOBOOST,WEB,0,1,1.0,-2,-7
2023-07-02 04:00:00,ECOBOOST,MOBILE,13,42,3.0,-7,10
2023-07-02 04:00:00,ECOBOOST,APP,17,73,4.06,1,16
2023-07-02 05:00:00,ECO300,WEB,2,58,19.33,-2,-4
2023-07-02 05:00:00,ECO300,MOBILE,13,36,2.57,6,5
2023-07-02 05:00:00,ECO300,APP,7,65,8.12,0,4
2023-07-02 05:00:00,ECO900,WEB,21,76,3.45,40,28
2023-07-02 05:00:00,ECO900,MOBILE,32,52,1.58,42,40
2023-07-02 05:00:00,ECO900,APP,5,35,5.83,-10,1
2023-07-02 05:00:00,ECOBOOST,WEB,43,80,1.82,41,36
2023-07-02 05:00:00,ECOBOOST,MOBILE,11,36,3.0,8,21
2023-07-02 05:00:00,ECOBOOST,APP,42,77,1.79,48,52
2023-07-02 06:00:00,ECO300,WEB,13,56,4.0,30,27
2023-07-02 06:00:00,ECO300,MOBILE,11,63,5.25,8,11
2023-07-02 06:00:00,ECO300,APP,13,20,1.43,-6,8
2023-07-02 06:00:00,ECO900,WEB,43,72,1.64,31,36
2023-07-02 06:00:00,ECO900,MOBILE,2,25,8.33,12,15
2023-07-02 06:00:00,ECO900,APP,46,90,1.91,58,40
2023-07-02 06:00:00,ECOBOOST,WEB,40,55,1.34,42,41
2023-07-02 06:00:00,ECOBOOST,MOBILE,27,52,1.86,42,13
2023-07-02 06:00:00,ECOBOOST,APP,16,40,2.35,35,1
2023-07-02 07:00:00,ECO300,WEB,47,56,1.17,40,57
2023-07-02 07:00:00,ECO300,MOBILE,34,80,2.29,30,23
2023-07-02 07:00:00,ECO300,APP,9,67,6.7,9,9
2023-07-02 07:00:00,ECO900,WEB,44,82,1.82,36,41
2023-07-02 07:00:00,ECO900,MOBILE,1,48,24.0,1,-9
2023-07-02 07:00:00,ECO900,APP,9,21,2.1,-9,-2
2023-07-02 07:00:00,ECOBOOST,WEB,18,38,2.0,22,6
2023-07-02 07:00:00,ECOBOOST,MOBILE,19,67,3.35,4,22
2023-07-02 07:00:00,ECOBOOST,APP,26,28,1.04,12,31
2023-07-02 08:00:00,ECO300,WEB,11,58,4.83,12,17
2023-07-02 08:00:00,ECO300,MOBILE,11,65,5.42,19,-3
2023-07-02 08:00:00,ECO300,APP,18,42,2.21,20,22
2023-07-02 08:00:00,ECO900,WEB,47,64,1.33,52,38
2023-07-02 08:00:00,ECO900,MOBILE,7,50,6.25,-2,14
2023-07-02 08:00:00,ECO900,APP,24,52,2.08,34,30
2023-07-02 08:00:00,ECOBOOST,WEB,15,62,3.88,20,17
2023-07-02 08:00:00,ECOBOOST,MOBILE,5,28,4.67,-12,9
2023-07-02 08:00:00,ECOBOOST,APP,13,45,3.21,20,3
2023-07-02 09:00:00,ECO300,WEB,41,90,2.14,24,39
2023-07-02 09:00:00,ECO300,MOBILE,13,13,0.93,27,26
2023-07-02 09:00:00,ECO300,APP,1,38,19.0,2,3
2023-07-02 09:00:00,ECO900,WEB,3,6,1.5,-11,-9
2023-07-02 09:00:00,ECO900,MOBILE,19,35,1.75,3,26
2023-07-02 09:00:00,ECO900,APP,11,36,3.0,4,17
2023-07-02 09:00:00,ECOBOOST,WEB,40,72,1.76,29,50
2023-07-02 09:00:00,ECOBOOST,MOBILE,27,61,2.18,16,21
2023-07-02 09:00:00,ECOBOOST,APP,7,53,6.62,20,7
2023-07-02 10:00:00,ECO300,WEB,49,94,1.88,42,56
2023-07-02 10:00:00,ECO300,MOBILE,17,52,2.89,8,8
2023-07-02 10:00:00,ECO300,APP,12,23,1.77,-8,8
2023-07-02 10:00:00,ECO900,WEB,10,18,1.64,10,13
2023-07-02 10:00:00,ECO900,MOBILE,11,53,4.42,1,6
2023-07-02 10:00:00,ECO900,APP,44,48,1.07,42,50
2023-07-02 10:00:00,ECOBOOST,WEB,26,73,2.7,45,33
2023-07-02 10:00:00,ECOBOOST,MOBILE,15,45,2.81,26,28
2023-07-02 10:00:00,ECOBOOST,APP,45,60,1.3,43,34
2023-07-02 11:00:00,ECO300,WEB,16,41,2.41,4,27
2023-07-02 11:00:00,ECO300,MOBILE,29,48,1.6,18,40
2023-07-02 11:00:00,ECO300,APP,40,78,1.9,23,37
2023-07-02 11:00:00,ECO900,WEB,4,37,7.4,-12,1
2023-07-02 11:00:00,ECO900,MOBILE,23,54,2.25,41,11
2023-07-02 11:00:00,ECO900,APP,22,45,1.96,4,27
2023-07-02 11:00:00,ECOBOOST,WEB,32,65,1.97,51,43
2023-07-02 11:00:00,ECOBOOST,MOBILE,3,61,15.25,17,-4
2023-07-02 11:00:00,ECOBOOST,APP,40,73,1.78,43,47
2023-07-02 12:00:00,ECO300,WEB,4,33,6.6,-13,18
2023-07-02 12:00:00,ECO300,MOBILE,37,61,1.61,39,31
2023-07-02 12:00:00,ECO300,APP,20,36,1.71,19,31
2023-07-02 12:00:00,ECO900,WEB,10,54,4.91,15,-5
2023-07-02 12:00:00,ECO900,MOBILE,36,88,2.38,19,36
2023-07-02 12:00:00,ECO900,APP,33,90,2.65,52,37
2023-07-02 12:00:00,ECOBOOST,WEB,8,36,4.0,-11,10
2023-07-02 12:00:00,ECOBOOST,MOBILE,2,22,7.33,-9,15
2023-07-02 12:00:00,ECOBOOST,APP,43,69,1.57,31,39
2023-07-02 13:00:00,ECO300,WEB,39,41,1.02,38,28
2023-07-02 13:00:00,ECO300,MOBILE,17,36,2.0,22,22
2023-07-02 13:00:00,ECO300,APP,49,108,2.16,41,36
2023-07-02 13:00:00,ECO900,WEB,39,73,1.82,54,49
2023-07-02 13:00:00,ECO900,MOBILE,30,34,1.1,49,44
2023-07-02 13:00:00,ECO900,APP,47,58,1.21,51,47
2023-07-02 13:00:00,ECOBOOST,WEB,17,46,2.56,33,4
2023-07-02 13:00:00,ECOBOOST,MOBILE,3,27,6.75,17,17
2023-07-02 13:00:00,ECOBOOST,APP,21,65,2.95,9,27
2023-07-02 14:00:00,ECO300,WEB,44,44,0.98,54,52
2023-07-02 14:00:00,ECO300,MOBILE,17,53,2.94,-1,10
2023-07-02 14:00:00,ECO300,APP,9,47,4.7,-6,-6
2023-07-02 14:00:00,ECO900,WEB,33,36,1.06,52,23
2023-07-02 14:00:00,ECO900,MOBILE,30,73,2.35,27,44
2023-07-02 14:00:00,ECO900,APP,27,64,2.29,33,14
2023-07-02 14:00:00,ECOBOOST,WEB,9,66,6.6,7,-1
2023-07-02 14:00:00,ECOBOOST,MOBILE,26,74,2.74,6,39
2023-07-02 14:00:00,ECOBOOST,APP,12,63,4.85,26,-2
2023-07-02 15:00:00,ECO300,WEB,23,33,1.38,32,15
2023-07-02 15:00:00,ECO300,MOBILE,13,17,1.21,7,5
2023-07-02 15:00:00,ECO300,APP,48,106,2.16,34,36
2023-07-02 15:00:00,ECO900,WEB,13,43,3.07,0,24
2023-07-02 15:00:00,ECO900,MOBILE,19,29,1.45,37,30
2023-07-02 15:00:00,ECO900,APP,11,44,3.67,4,9
2023-07-02 15:00:00,ECOBOOST,WEB,45,97,2.11,54,43
2023-07-02 15:00:00,ECOBOOST,MOBILE,34,67,1.91,34,38
2023-07-02 15:00:00,ECOBOOST,APP,5,27,4.5,-9,-2
2023-07-02 16:00:00,ECO300,WEB,40,66,1.61,55,25
2023-07-02 16:00:00,ECO300,MOBILE,13,54,3.86,1,14
2023-07-02 16:00:00,ECO300,APP,15,65,4.06,-3,0
2023-07-02 16:00:00,ECO900,WEB,39,74,1.85,28,34
2023-07-02 16:00:00,ECO900,MOBILE,33,75,2.21,36,42
2023-07-02 16:00:00,ECO900,APP,44,85,1.89,62,51
2023-07-02 16:00:00,ECOBOOST,WEB,28,36,1.24,20,39
2023-07-02 16:00:00,ECOBOOST,MOBILE,1,14,7.0,-4,12
2023-07-02 16:00:00,ECOBOOST,APP,4,35,7.0,7,8
2023-07-02 17:00:00,ECO300,WEB,35,49,1.36,21,21
2023-07-02 17:00:00,ECO300,MOBILE,9,55,5.5,14,8
2023-07-02 17:00:00,ECO300,APP,45,92,2.0,41,47
2023-07-02 17:00:00,ECO900,WEB,36,77,2.08,31,49
2023-07-02 17:00:00,ECO900,MOBILE,0,19,19.0,-20,-11
2023-07-02 17:00:00,ECO900,APP,11,29,2.42,3,7
2023-07-02 17:00:00,ECOBOOST,WEB,6,33,4.71,-5,17
2023-07-02 17:00:00,ECOBOOST,MOBILE,45,55,1.2,43,58
2023-07-02 17:00:00,ECOBOOST,APP,12,12,0.92,5,14
2023-07-02 18:00:00,ECO300,WEB,27,76,2.71,38,27
2023-07-02 18:00:00,ECO300,MOBILE,44,47,1.04,49,33
2023-07-02 18:00:00,ECO300,APP,13,15,1.07,7,6
2023-07-02 18:00:00,ECO900,WEB,1,35,17.5,-17,14
2023-07-02 18:00:00,ECO900,MOBILE,47,75,1.56,51,51
2023-07-02 18:00:00,ECO900,APP,22,45,1.96,9,22
2023-07-02 18:00:00,ECOBOOST,WEB,4,18,3.6,3,-11
2023-07-02 18:00:00,ECOBOOST,MOBILE,34,43,1.23,51,35
2023-07-02 18:00:00,ECOBOOST,APP,29,85,2.83,37,43
2023-07-02 19:00:00,ECO300,WEB,48,78,1.59,36,46
2023-07-02 19:00:00,ECO300,MOBILE,20,31,1.48,11,20
2023-07-02 19:00:00,ECO300,APP,22,68,2.96,18,20
