Run_Timestamp,Forecast_Version,Date,Country,Channel,Brand,SKU,Forecast_Units
2024-12-15 06:00:00,V1,2025-01-01,IT,Ecom,EcoPure,EP-005,54
2024-12-15 06:00:00,V1,2025-01-01,FR,Retail,EcoPure,EP-006,56
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,EcoPure,EP-006,62
2024-12-15 06:00:00,V1,2025-01-01,ES,Retail,EcoPure,EP-006,51
2024-12-15 06:00:00,V1,2025-01-01,IT,Ecom,EcoPure,EP-006,46
2024-12-15 06:00:00,V1,2025-01-01,FR,Retail,EcoPure,EP-007,41
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,EcoPure,EP-007,55
2024-12-15 06:00:00,V1,2025-01-01,ES,Retail,EcoPure,EP-007,65
2024-12-15 06:00:00,V1,2025-01-01,IT,Retail,EcoPure,EP-007,57
2024-12-15 06:00:00,V1,2025-01-01,FR,Ecom,EcoPure,EP-008,46
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,EcoPure,EP-008,55
2024-12-15 06:00:00,V1,2025-01-01,ES,Ecom,EcoPure,EP-008,57
2024-12-15 06:00:00,V1,2025-01-01,IT,Retail,EcoPure,EP-008,50
2024-12-15 06:00:00,V1,2025-01-01,FR,Retail,EcoPure,EP-009,61
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,EcoPure,EP-009,38
2024-12-15 06:00:00,V1,2025-01-01,ES,Retail,EcoPure,EP-009,68
2024-12-15 06:00:00,V1,2025-01-01,IT,Ecom,EcoPure,EP-009,51
2024-12-15 06:00:00,V1,2025-01-01,FR,Retail,EcoPure,EP-010,52
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,EcoPure,EP-010,46
2024-12-15 06:00:00,V1,2025-01-01,ES,Retail,EcoPure,EP-010,48
2024-12-15 06:00:00,V1,2025-01-01,IT,Retail,EcoPure,EP-010,52
2024-12-15 06:00:00,V1,2025-01-01,FR,Retail,EcoPure,EP-011,39
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,EcoPure,EP-011,63
2024-12-15 06:00:00,V1,2025-01-01,ES,Retail,EcoPure,EP-011,56
2024-12-15 06:00:00,V1,2025-01-01,IT,Ecom,EcoPure,EP-011,54
2024-12-15 06:00:00,V1,2025-01-01,FR,Ecom,EcoPure,EP-012,45
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,EcoPure,EP-012,51
2024-12-15 06:00:00,V1,2025-01-01,ES,Retail,EcoPure,EP-012,49
2024-12-15 06:00:00,V1,2025-01-01,IT,Retail,EcoPure,EP-012,54
2024-12-15 06:00:00,V1,2025-01-01,FR,Retail,EcoPure,EP-013,49
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,EcoPure,EP-013,47
2024-12-15 06:00:00,V1,2025-01-01,ES,Ecom,EcoPure,EP-013,62
2024-12-15 06:00:00,V1,2025-01-01,IT,Retail,EcoPure,EP-013,63
2024-12-15 06:00:00,V1,2025-01-01,FR,Retail,EcoPure,EP-014,39
2024-12-15 06:00:00,V1,2025-01-01,DE,Ecom,EcoPure,EP-014,62
2024-12-15 06:00:00,V1,2025-01-01,ES,Ecom,EcoPure,EP-014,46
2024-12-15 06:00:00,V1,2025-01-01,IT,Retail,EcoPure,EP-014,49
2024-12-15 06:00:00,V1,2025-01-01,FR,Retail,EcoPure,EP-015,55
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,EcoPure,EP-015,47
2024-12-15 06:00:00,V1,2025-01-01,ES,Retail,EcoPure,EP-015,49
2024-12-15 06:00:00,V1,2025-01-01,IT,Retail,EcoPure,EP-015,52
2024-12-15 06:00:00,V1,2025-01-01,FR,Retail,EcoPure,EP-016,71
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,EcoPure,EP-016,58
2024-12-15 06:00:00,V1,2025-01-01,ES,Retail,EcoPure,EP-016,55
2024-12-15 06:00:00,V1,2025-01-01,IT,Retail,EcoPure,EP-016,43
2024-12-15 06:00:00,V1,2025-01-01,FR,Retail,EcoPure,EP-017,57
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,EcoPure,EP-017,53
2024-12-15 06:00:00,V1,2025-01-01,ES,Ecom,EcoPure,EP-017,71
2024-12-15 06:00:00,V1,2025-01-01,IT,Retail,EcoPure,EP-017,56
2024-12-15 06:00:00,V1,2025-01-01,FR,Retail,EcoPure,EP-018,44
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,EcoPure,EP-018,56
2024-12-15 06:00:00,V1,2025-01-01,ES,Retail,EcoPure,EP-018,38
2024-12-15 06:00:00,V1,2025-01-01,IT,Retail,EcoPure,EP-018,46
2024-12-15 06:00:00,V1,2025-01-01,FR,Retail,EcoPure,EP-019,48
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,EcoPure,EP-019,48
2024-12-15 06:00:00,V1,2025-01-01,ES,Retail,EcoPure,EP-019,57
2024-12-15 06:00:00,V1,2025-01-01,IT,Ecom,EcoPure,EP-019,44
2024-12-15 06:00:00,V1,2025-01-01,FR,Retail,EcoPure,EP-020,59
2024-12-15 06:00:00,V1,2025-01-01,DE,Ecom,EcoPure,EP-020,55
2024-12-15 06:00:00,V1,2025-01-01,ES,Retail,EcoPure,EP-020,52
2024-12-15 06:00:00,V1,2025-01-01,IT,Retail,EcoPure,EP-020,51
2024-12-15 06:00:00,V1,2025-01-01,FR,Retail,FreshBite,FB-001,63
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,FreshBite,FB-001,82
2024-12-15 06:00:00,V1,2025-01-01,ES,Retail,FreshBite,FB-001,90
2024-12-15 06:00:00,V1,2025-01-01,IT,Ecom,FreshBite,FB-001,53
2024-12-15 06:00:00,V1,2025-01-01,FR,Ecom,FreshBite,FB-002,66
2024-12-15 06:00:00,V1,2025-01-01,DE,Ecom,FreshBite,FB-002,37
2024-12-15 06:00:00,V1,2025-01-01,ES,Retail,FreshBite,FB-002,67
2024-12-15 06:00:00,V1,2025-01-01,IT,Retail,FreshBite,FB-002,62
2024-12-15 06:00:00,V1,2025-01-01,FR,Ecom,FreshBite,FB-003,65
2024-12-15 06:00:00,V1,2025-01-01,DE,Ecom,FreshBite,FB-003,52
2024-12-15 06:00:00,V1,2025-01-01,ES,Ecom,FreshBite,FB-003,74
2024-12-15 06:00:00,V1,2025-01-01,IT,Retail,FreshBite,FB-003,58
2024-12-15 06:00:00,V1,2025-01-01,FR,Ecom,FreshBite,FB-004,67
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,FreshBite,FB-004,49
2024-12-15 06:00:00,V1,2025-01-01,ES,Ecom,FreshBite,FB-004,49
2024-12-15 06:00:00,V1,2025-01-01,IT,Retail,FreshBite,FB-004,60
2024-12-15 06:00:00,V1,2025-01-01,FR,Retail,FreshBite,FB-005,63
2024-12-15 06:00:00,V1,2025-01-01,DE,Ecom,FreshBite,FB-005,62
2024-12-15 06:00:00,V1,2025-01-01,ES,Retail,FreshBite,FB-005,62
2024-12-15 06:00:00,V1,2025-01-01,IT,Retail,FreshBite,FB-005,63
2024-12-15 06:00:00,V1,2025-01-01,FR,Retail,FreshBite,FB-006,60
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,FreshBite,FB-006,76
2024-12-15 06:00:00,V1,2025-01-01,ES,Retail,FreshBite,FB-006,68
2024-12-15 06:00:00,V1,2025-01-01,IT,Retail,FreshBite,FB-006,52
2024-12-15 06:00:00,V1,2025-01-01,FR,Ecom,FreshBite,FB-007,70
2024-12-15 06:00:00,V1,2025-01-01,DE,Ecom,FreshBite,FB-007,57
2024-12-15 06:00:00,V1,2025-01-01,ES,Ecom,FreshBite,FB-007,68
2024-12-15 06:00:00,V1,2025-01-01,IT,Ecom,FreshBite,FB-007,80
2024-12-15 06:00:00,V1,2025-01-01,FR,Ecom,FreshBite,FB-008,59
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,FreshBite,FB-008,80
2024-12-15 06:00:00,V1,2025-01-01,ES,Retail,FreshBite,FB-008,56
2024-12-15 06:00:00,V1,2025-01-01,IT,Retail,FreshBite,FB-008,63
2024-12-15 06:00:00,V1,2025-01-01,FR,Ecom,FreshBite,FB-009,66
2024-12-15 06:00:00,V1,2025-01-01,DE,Ecom,FreshBite,FB-009,59
2024-12-15 06:00:00,V1,2025-01-01,ES,Retail,FreshBite,FB-009,70
2024-12-15 06:00:00,V1,2025-01-01,IT,Retail,FreshBite,FB-009,73
2024-12-15 06:00:00,V1,2025-01-01,FR,Retail,FreshBite,FB-010,66
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,FreshBite,FB-010,77
2024-12-15 06:00:00,V1,2025-01-01,ES,Retail,FreshBite,FB-010,55
2024-12-15 06:00:00,V1,2025-01-01,IT,Ecom,FreshBite,FB-010,70
2024-12-15 06:00:00,V1,2025-01-01,FR,Retail,FreshBite,FB-011,56
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,FreshBite,FB-011,57
2024-12-15 06:00:00,V1,2025-01-01,ES,Retail,FreshBite,FB-011,65
2024-12-15 06:00:00,V1,2025-01-01,IT,Retail,FreshBite,FB-011,66
2024-12-15 06:00:00,V1,2025-01-01,FR,Ecom,FreshBite,FB-012,64
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,FreshBite,FB-012,63
2024-12-15 06:00:00,V1,2025-01-01,ES,Retail,FreshBite,FB-012,47
2024-12-15 06:00:00,V1,2025-01-01,IT,Ecom,FreshBite,FB-012,56
2024-12-15 06:00:00,V1,2025-01-01,FR,Retail,FreshBite,FB-013,60
2024-12-15 06:00:00,V1,2025-01-01,DE,Ecom,FreshBite,FB-013,60
2024-12-15 06:00:00,V1,2025-01-01,ES,Retail,FreshBite,FB-013,66
2024-12-15 06:00:00,V1,2025-01-01,IT,Retail,FreshBite,FB-013,61
2024-12-15 06:00:00,V1,2025-01-01,FR,Retail,FreshBite,FB-014,80
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,FreshBite,FB-014,82
2024-12-15 06:00:00,V1,2025-01-01,ES,Retail,FreshBite,FB-014,43
2024-12-15 06:00:00,V1,2025-01-01,IT,Ecom,FreshBite,FB-014,55
2024-12-15 06:00:00,V1,2025-01-01,FR,Ecom,FreshBite,FB-015,56
2024-12-15 06:00:00,V1,2025-01-01,DE,Ecom,FreshBite,FB-015,47
2024-12-15 06:00:00,V1,2025-01-01,ES,Ecom,FreshBite,FB-015,57
2024-12-15 06:00:00,V1,2025-01-01,IT,Retail,FreshBite,FB-015,65
2024-12-15 06:00:00,V1,2025-01-01,FR,Ecom,FreshBite,FB-016,74
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,FreshBite,FB-016,73
2024-12-15 06:00:00,V1,2025-01-01,ES,Retail,FreshBite,FB-016,61
2024-12-15 06:00:00,V1,2025-01-01,IT,Ecom,FreshBite,FB-016,66
2024-12-15 06:00:00,V1,2025-01-01,FR,Retail,FreshBite,FB-017,71
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,FreshBite,FB-017,73
2024-12-15 06:00:00,V1,2025-01-01,ES,Ecom,FreshBite,FB-017,54
2024-12-15 06:00:00,V1,2025-01-01,IT,Retail,FreshBite,FB-017,68
2024-12-15 06:00:00,V1,2025-01-01,FR,Ecom,FreshBite,FB-018,63
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,FreshBite,FB-018,54
2024-12-15 06:00:00,V1,2025-01-01,ES,Ecom,FreshBite,FB-018,74
2024-12-15 06:00:00,V1,2025-01-01,IT,Retail,FreshBite,FB-018,67
2024-12-15 06:00:00,V1,2025-01-01,FR,Retail,FreshBite,FB-019,51
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,FreshBite,FB-019,68
2024-12-15 06:00:00,V1,2025-01-01,ES,Retail,FreshBite,FB-019,55
2024-12-15 06:00:00,V1,2025-01-01,IT,Ecom,FreshBite,FB-019,79
2024-12-15 06:00:00,V1,2025-01-01,FR,Retail,FreshBite,FB-020,72
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,FreshBite,FB-020,59
2024-12-15 06:00:00,V1,2025-01-01,ES,Retail,FreshBite,FB-020,50
2024-12-15 06:00:00,V1,2025-01-01,IT,Retail,FreshBite,FB-020,59
2024-12-15 06:00:00,V1,2025-01-01,FR,Ecom,VitalMeal,VM-001,43
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,VitalMeal,VM-001,53
2024-12-15 06:00:00,V1,2025-01-01,ES,Retail,VitalMeal,VM-001,59
2024-12-15 06:00:00,V1,2025-01-01,IT,Retail,VitalMeal,VM-001,39
2024-12-15 06:00:00,V1,2025-01-01,FR,Retail,VitalMeal,VM-002,42
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,VitalMeal,VM-002,46
2024-12-15 06:00:00,V1,2025-01-01,ES,Retail,VitalMeal,VM-002,48
2024-12-15 06:00:00,V1,2025-01-01,IT,Retail,VitalMeal,VM-002,40
2024-12-15 06:00:00,V1,2025-01-01,FR,Retail,VitalMeal,VM-003,37
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,VitalMeal,VM-003,40
2024-12-15 06:00:00,V1,2025-01-01,ES,Ecom,VitalMeal,VM-003,42
2024-12-15 06:00:00,V1,2025-01-01,IT,Retail,VitalMeal,VM-003,43
2024-12-15 06:00:00,V1,2025-01-01,FR,Retail,VitalMeal,VM-004,40
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,VitalMeal,VM-004,36
2024-12-15 06:00:00,V1,2025-01-01,ES,Retail,VitalMeal,VM-004,38
2024-12-15 06:00:00,V1,2025-01-01,IT,Retail,VitalMeal,VM-004,39
2024-12-15 06:00:00,V1,2025-01-01,FR,Retail,VitalMeal,VM-005,37
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,VitalMeal,VM-005,34
2024-12-15 06:00:00,V1,2025-01-01,ES,Retail,VitalMeal,VM-005,50
2024-12-15 06:00:00,V1,2025-01-01,IT,Retail,VitalMeal,VM-005,40
2024-12-15 06:00:00,V1,2025-01-01,FR,Retail,VitalMeal,VM-006,44
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,VitalMeal,VM-006,34
2024-12-15 06:00:00,V1,2025-01-01,ES,Retail,VitalMeal,VM-006,36
2024-12-15 06:00:00,V1,2025-01-01,IT,Retail,VitalMeal,VM-006,42
2024-12-15 06:00:00,V1,2025-01-01,FR,Ecom,VitalMeal,VM-007,28
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,VitalMeal,VM-007,41
2024-12-15 06:00:00,V1,2025-01-01,ES,Ecom,VitalMeal,VM-007,38
2024-12-15 06:00:00,V1,2025-01-01,IT,Retail,VitalMeal,VM-007,44
2024-12-15 06:00:00,V1,2025-01-01,FR,Retail,VitalMeal,VM-008,40
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,VitalMeal,VM-008,26
2024-12-15 06:00:00,V1,2025-01-01,ES,Retail,VitalMeal,VM-008,36
2024-12-15 06:00:00,V1,2025-01-01,IT,Retail,VitalMeal,VM-008,41
2024-12-15 06:00:00,V1,2025-01-01,FR,Retail,VitalMeal,VM-009,37
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,VitalMeal,VM-009,40
2024-12-15 06:00:00,V1,2025-01-01,ES,Retail,VitalMeal,VM-009,45
2024-12-15 06:00:00,V1,2025-01-01,IT,Retail,VitalMeal,VM-009,42
2024-12-15 06:00:00,V1,2025-01-01,FR,Ecom,VitalMeal,VM-010,39
2024-12-15 06:00:00,V1,2025-01-01,DE,Ecom,VitalMeal,VM-010,47
2024-12-15 06:00:00,V1,2025-01-01,ES,Retail,VitalMeal,VM-010,45
2024-12-15 06:00:00,V1,2025-01-01,IT,Retail,VitalMeal,VM-010,37
2024-12-15 06:00:00,V1,2025-01-01,FR,Retail,VitalMeal,VM-011,40
2024-12-15 06:00:00,V1,2025-01-01,DE,Ecom,VitalMeal,VM-011,37
2024-12-15 06:00:00,V1,2025-01-01,ES,Retail,VitalMeal,VM-011,39
2024-12-15 06:00:00,V1,2025-01-01,IT,Retail,VitalMeal,VM-011,35
2024-12-15 06:00:00,V1,2025-01-01,FR,Ecom,VitalMeal,VM-012,37
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,VitalMeal,VM-012,49
2024-12-15 06:00:00,V1,2025-01-01,ES,Ecom,VitalMeal,VM-012,41
2024-12-15 06:00:00,V1,2025-01-01,IT,Retail,VitalMeal,VM-012,34
2024-12-15 06:00:00,V1,2025-01-01,FR,Retail,VitalMeal,VM-013,28
2024-12-15 06:00:00,V1,2025-01-01,DE,Ecom,VitalMeal,VM-013,44
2024-12-15 06:00:00,V1,2025-01-01,ES,Ecom,VitalMeal,VM-013,48
2024-12-15 06:00:00,V1,2025-01-01,IT,Retail,VitalMeal,VM-013,34
2024-12-15 06:00:00,V1,2025-01-01,FR,Retail,VitalMeal,VM-014,42
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,VitalMeal,VM-014,37
2024-12-15 06:00:00,V1,2025-01-01,ES,Retail,VitalMeal,VM-014,33
2024-12-15 06:00:00,V1,2025-01-01,IT,Retail,VitalMeal,VM-014,39
2024-12-15 06:00:00,V1,2025-01-01,FR,Retail,VitalMeal,VM-015,34
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,VitalMeal,VM-015,34
2024-12-15 06:00:00,V1,2025-01-01,ES,Ecom,VitalMeal,VM-015,52
2024-12-15 06:00:00,V1,2025-01-01,IT,Retail,VitalMeal,VM-015,49
2024-12-15 06:00:00,V1,2025-01-01,FR,Retail,VitalMeal,VM-016,37
2024-12-15 06:00:00,V1,2025-01-01,DE,Ecom,VitalMeal,VM-016,49
2024-12-15 06:00:00,V1,2025-01-01,ES,Ecom,VitalMeal,VM-016,43
2024-12-15 06:00:00,V1,2025-01-01,IT,Ecom,VitalMeal,VM-016,38
2024-12-15 06:00:00,V1,2025-01-01,FR,Retail,VitalMeal,VM-017,39
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,VitalMeal,VM-017,35
2024-12-15 06:00:00,V1,2025-01-01,ES,Retail,VitalMeal,VM-017,37
2024-12-15 06:00:00,V1,2025-01-01,IT,Retail,VitalMeal,VM-017,30
2024-12-15 06:00:00,V1,2025-01-01,FR,Ecom,VitalMeal,VM-018,62
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,VitalMeal,VM-018,39
2024-12-15 06:00:00,V1,2025-01-01,ES,Ecom,VitalMeal,VM-018,36
2024-12-15 06:00:00,V1,2025-01-01,IT,Retail,VitalMeal,VM-018,40
2024-12-15 06:00:00,V1,2025-01-01,FR,Retail,VitalMeal,VM-019,38
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,VitalMeal,VM-019,42
2024-12-15 06:00:00,V1,2025-01-01,ES,Retail,VitalMeal,VM-019,27
2024-12-15 06:00:00,V1,2025-01-01,IT,Ecom,VitalMeal,VM-019,46
2024-12-15 06:00:00,V1,2025-01-01,FR,Retail,VitalMeal,VM-020,40
2024-12-15 06:00:00,V1,2025-01-01,DE,Retail,VitalMeal,VM-020,38
2024-12-15 06:00:00,V1,2025-01-01,ES,Retail,VitalMeal,VM-020,33
