Week,Country,Brand,Product,SKU,Price,Promo_Flag,Promo_Depth,Distribution_Numeric,Distribution_Weighted,Total_Category_Sales,Product_Units,Competitor_Units,Cannibalisation_Index,Cross_Price_Elasticity,New_Customers,Returning_Customers,Switching_Customers,Churn,Share_Of_Segment,Forecast_Classic,Forecast_Zero
2021-01-11,FR,FreshBite,Classic,FB-CL-001,4.2,0,0.0,97.0,87.6,154309.76887110167,95165,23006,0.05864553807741513,-0.29,11503,41327,13781,10638,53.67,85862.0,
2021-01-11,FR,FreshBite,Classic,FB-CL-002,4.61,0,0.0,66.5,51.0,132528.9680773115,75077,7626,0.38872196712937185,-0.84,12517,37013,12091,5566,53.57,82276.0,
2021-01-11,FR,FreshBite,Classic,FB-CL-003,4.91,1,0.15,79.4,67.0,140021.746963119,112239,22238,0.17546126429167447,-0.06,20433,71171,7159,8744,69.17,101419.0,
2021-01-11,FR,FreshBite,Classic,FB-CL-004,4.64,1,0.2,66.3,58.2,134822.13850237624,92970,9708,0.05660741061728589,0.42,14880,44715,12096,9285,64.33,91465.0,
2021-01-11,FR,FreshBite,Classic,FB-CL-005,4.21,0,0.0,84.1,65.2,133635.42925312542,111957,27563,0.25841617870011685,-0.96,32326,55428,13342,9715,69.45,108061.0,
2021-01-11,FR,FreshBite,Zero,FB-ZR-001,4.45,0,0.0,82.6,68.9,169678.07048814802,59446,26976,0.14099536357880546,-1.08,9480,27722,6757,4016,30.23,,57897.0
2021-01-11,FR,FreshBite,Zero,FB-ZR-002,3.77,0,0.0,63.8,48.7,164299.38555528657,44196,27787,0.23207080870927027,-0.7,5743,23990,2807,2540,23.01,,40540.0
2021-01-11,FR,FreshBite,Zero,FB-ZR-003,5.24,0,0.0,65.7,53.4,162639.84397862674,49691,23300,0.0062091959334747765,0.37,13095,23412,5213,2693,26.72,,56696.0
2021-01-11,FR,FreshBite,Zero,FB-ZR-004,3.64,0,0.0,79.7,77.7,148384.96064772148,43006,26970,0.35111716066892124,-0.59,7092,22128,3784,4465,24.53,,42622.0
2021-01-11,FR,FreshBite,Zero,FB-ZR-005,5.41,0,0.0,84.4,83.2,124562.79003807086,34127,22206,0.36417889620869215,-1.03,6312,22725,5611,1791,23.25,,31419.0
2021-01-11,BE,FreshBite,Classic,FB-CL-001,4.96,1,0.1,81.1,81.0,143694.41382410555,89991,7934,0.28158749588382825,-1.25,26433,49457,16390,8131,59.35,88779.0,
2021-01-11,BE,FreshBite,Classic,FB-CL-002,3.96,0,0.0,81.6,65.0,152458.16642828548,114915,27604,0.22393328628151898,-1.12,29618,53218,21920,8133,63.82,118954.0,
2021-01-11,BE,FreshBite,Classic,FB-CL-003,5.17,1,0.15,77.1,61.5,110095.96737519615,79377,17300,0.3678579286644854,-0.08,22309,32398,9762,8346,62.31,82491.0,
2021-01-11,BE,FreshBite,Classic,FB-CL-004,4.08,0,0.0,97.7,80.7,141515.21420470733,86670,32627,0.04524716862070619,-1.11,17329,50829,5882,6376,49.77,83107.0,
2021-01-11,BE,FreshBite,Classic,FB-CL-005,5.04,0,0.0,91.3,78.8,123373.42804612193,70447,7326,0.2718418292265948,-0.94,7076,37648,13765,3572,53.9,74190.0,
2021-01-11,BE,FreshBite,Zero,FB-ZR-001,4.56,0,0.0,66.3,54.8,113366.58642468836,39220,33625,0.045374595154545096,0.2,5278,22307,7299,1987,26.68,,44811.0
2021-01-11,BE,FreshBite,Zero,FB-ZR-002,4.12,0,0.0,68.9,62.3,141288.7376945065,44958,15702,0.29049923584201115,-0.47,5141,18450,3665,6502,28.64,,41320.0
2021-01-11,BE,FreshBite,Zero,FB-ZR-003,5.21,0,0.0,83.2,72.6,136008.6773163711,47724,26813,0.08129079611612444,0.07,11559,27901,4084,4749,29.31,,47696.0
2021-01-11,BE,FreshBite,Zero,FB-ZR-004,3.78,0,0.0,74.5,68.2,135791.60826324634,34919,17091,0.3180626987667141,-0.87,6817,19726,2680,3999,22.84,,36101.0
2021-01-11,BE,FreshBite,Zero,FB-ZR-005,4.95,0,0.0,70.6,56.6,113187.55094037153,37265,19530,0.001631277279977006,-1.21,6614,18261,7219,2911,28.08,,35372.0
2021-01-11,DE,FreshBite,Classic,FB-CL-001,3.79,0,0.0,61.9,50.7,60397.05015978546,34974,31883,0.06354600414402345,0.01,5609,23015,5061,5195,37.9,36242.0,
2021-01-11,DE,FreshBite,Classic,FB-CL-002,3.51,0,0.0,61.2,44.3,50910.725311088245,38901,18709,0.01902428413443871,-0.03,5216,24667,7542,3463,55.88,42340.0,
2021-01-11,DE,FreshBite,Classic,FB-CL-003,3.6,0,0.0,75.5,72.6,44093.37459940893,31064,34513,0.2421260967937355,-1.12,3634,14646,5747,2609,39.52,33282.0,
2021-01-11,DE,FreshBite,Classic,FB-CL-004,4.86,0,0.0,60.9,57.6,43173.99748598888,35164,35683,0.325232822286183,-0.85,10288,23025,4572,5251,44.59,32625.0,
2021-01-11,DE,FreshBite,Classic,FB-CL-005,4.99,0,0.0,71.7,53.1,42158.994585938584,34271,17800,0.2635219805784616,-0.46,5339,19171,5709,2560,57.16,32776.0,
2021-01-11,DE,FreshBite,Zero,FB-ZR-001,4.49,0,0.0,90.0,76.9,47522.67535116726,16162,18563,0.05510531446141412,-0.46,3365,10834,2338,1245,24.46,,16612.0
2021-01-11,DE,FreshBite,Zero,FB-ZR-002,3.58,0,0.0,65.4,55.8,55605.44745079072,13855,10834,0.029442689661875267,-0.72,3032,9248,933,1977,20.85,,14651.0
2021-01-11,DE,FreshBite,Zero,FB-ZR-003,5.3,0,0.0,63.9,55.7,41432.74824734601,14429,23425,0.17730487912865792,-1.29,3112,6395,2665,1005,22.25,,14482.0
2021-01-11,DE,FreshBite,Zero,FB-ZR-004,5.25,0,0.0,74.3,70.9,55968.288749088555,15436,35832,0.09065466788545194,-1.01,4480,8095,1155,1008,16.81,,16213.0
2021-01-11,DE,FreshBite,Zero,FB-ZR-005,3.58,0,0.0,96.8,80.9,52105.50563542306,17214,26050,0.22099839406710717,0.06,4355,10342,2631,1780,22.03,,16438.0
2021-01-18,FR,FreshBite,Classic,FB-CL-001,4.71,1,0.1,79.9,73.0,50160.74125603076,35511,23549,0.2677154465471414,-1.29,8414,21529,4172,4019,48.18,39005.0,
2021-01-18,FR,FreshBite,Classic,FB-CL-002,5.39,1,0.25,65.0,56.8,52730.73851116711,30970,21258,0.08069535353824825,-1.09,6998,19222,5095,4118,41.86,31606.0,
2021-01-18,FR,FreshBite,Classic,FB-CL-003,3.94,0,0.0,66.9,61.7,44261.13380133602,27589,36516,0.37648522851470667,0.3,6814,11128,2354,2183,34.15,28314.0,
2021-01-18,FR,FreshBite,Classic,FB-CL-004,3.51,0,0.0,71.1,69.3,51736.389777956734,43284,16707,0.254611547711777,-1.38,4687,23278,6353,4284,63.24,47049.0,
2021-01-18,FR,FreshBite,Classic,FB-CL-005,3.91,0,0.0,94.8,79.8,59704.29086739647,40230,19574,0.08733237008709659,-0.41,10588,20518,7087,2694,50.75,44029.0,
2021-01-18,FR,FreshBite,Zero,FB-ZR-001,4.15,0,0.0,95.6,81.9,45533.116210315806,14226,36234,0.3010506498027351,-0.41,4027,6394,885,1033,17.4,,16140.0
2021-01-18,FR,FreshBite,Zero,FB-ZR-002,4.12,0,0.0,76.2,54.7,43202.184884556926,13197,35652,0.1042149254527744,0.07,1979,6472,1945,1272,16.74,,11910.0
2021-01-18,FR,FreshBite,Zero,FB-ZR-003,4.89,1,0.15,66.4,62.0,51931.653135973334,14599,32276,0.15165789122613244,-0.95,2246,6997,1408,2110,17.34,,15972.0
2021-01-18,FR,FreshBite,Zero,FB-ZR-004,5.19,0,0.0,63.6,61.7,59644.94626801352,21191,29143,0.20314266047571714,-0.01,5046,12819,2596,1817,23.87,,19997.0
2021-01-18,FR,FreshBite,Zero,FB-ZR-005,3.76,1,0.1,68.4,60.2,56465.38453677858,14521,5638,0.1638868484921949,-0.28,4079,6849,1353,2029,23.38,,13556.0
2021-01-18,BE,FreshBite,Classic,FB-CL-001,5.49,0,0.0,74.4,62.4,83362.73419739811,65714,6977,0.09558604392667487,-0.07,16167,30403,3359,9068,72.74,71442.0,
2021-01-18,BE,FreshBite,Classic,FB-CL-002,3.75,0,0.0,75.8,61.9,66064.40829772392,51614,35352,0.38017092303920846,-1.14,12554,33524,9648,4720,50.89,50467.0,
2021-01-18,BE,FreshBite,Classic,FB-CL-003,4.73,1,0.15,99.5,87.6,60880.27292055312,47294,19683,0.09508833861134224,-0.25,10091,19757,5608,5827,58.7,49360.0,
2021-01-18,BE,FreshBite,Classic,FB-CL-004,4.99,0,0.0,88.3,84.5,66303.99340084703,43763,38097,0.1445153547617158,-1.05,10019,19065,4949,5893,41.92,47532.0,
2021-01-18,BE,FreshBite,Classic,FB-CL-005,5.0,0,0.0,88.7,87.8,66889.79777011654,44747,32496,0.15333866706336052,-1.19,5213,26602,2939,3550,45.02,45206.0,
2021-01-18,BE,FreshBite,Zero,FB-ZR-001,3.88,0,0.0,78.0,75.1,82730.46355561289,28874,17290,0.06590835138036315,0.3,4459,16289,5074,3880,28.87,,30153.0
2021-01-18,BE,FreshBite,Zero,FB-ZR-002,4.07,0,0.0,82.6,67.8,83308.19357164379,23860,27767,0.15786010308456266,-0.73,6064,12628,4394,2523,21.48,,25193.0
2021-01-18,BE,FreshBite,Zero,FB-ZR-003,4.92,1,0.1,60.5,51.5,80825.38022313002,19401,9603,0.10097913145393896,-1.14,3489,8220,1269,2709,21.45,,19908.0
2021-01-18,BE,FreshBite,Zero,FB-ZR-004,5.05,1,0.25,72.2,62.5,74339.5730270209,19508,27483,0.2801389100324392,-0.2,4715,10174,3064,1193,19.16,,20264.0
2021-01-18,BE,FreshBite,Zero,FB-ZR-005,5.39,1,0.25,69.1,51.2,72144.22594606613,18892,33991,0.2508729569072196,0.06,3311,9047,3213,2355,17.8,,17053.0
2021-01-18,DE,FreshBite,Classic,FB-CL-001,4.02,0,0.0,87.4,80.5,98520.09931459752,69697,19012,0.23897947878657322,0.24,17987,29757,11097,10453,59.3,68210.0,
2021-01-18,DE,FreshBite,Classic,FB-CL-002,3.59,0,0.0,73.8,73.6,117940.73458885595,93110,14109,0.011462698397076122,-1.1,23908,38975,12797,8216,70.51,94389.0,
2021-01-18,DE,FreshBite,Classic,FB-CL-003,3.88,0,0.0,93.1,88.4,118817.19112907744,92810,39552,0.04822047236584584,-1.06,13787,39129,5971,8176,58.6,96977.0,
2021-01-18,DE,FreshBite,Classic,FB-CL-004,5.49,0,0.0,79.2,76.9,136325.80059515365,100419,7419,0.09360742656329775,-1.11,10479,56846,15434,6143,69.86,91635.0,
2021-01-18,DE,FreshBite,Classic,FB-CL-005,4.65,0,0.0,62.5,45.4,109774.52030911564,62212,31913,0.16694825479977315,0.23,16160,39031,9663,5532,43.91,65601.0,
2021-01-18,DE,FreshBite,Zero,FB-ZR-001,4.53,0,0.0,92.6,84.9,105239.93377844174,27972,29277,0.10600133615335867,-0.96,5184,16942,1412,1660,20.79,,26033.0
2021-01-18,DE,FreshBite,Zero,FB-ZR-002,4.18,1,0.25,75.9,60.2,118857.52459323088,32459,28557,0.09329977500454922,-0.88,3529,13444,4771,2481,22.02,,34630.0
2021-01-18,DE,FreshBite,Zero,FB-ZR-003,5.27,0,0.0,88.6,79.1,130903.78120366999,38297,26110,0.35819779060003837,-0.63,5588,22871,2119,5361,24.39,,41299.0
2021-01-18,DE,FreshBite,Zero,FB-ZR-004,3.94,0,0.0,89.1,75.1,122328.32345555554,40443,38715,0.1785720102473008,-1.18,6222,17992,2585,5762,25.11,,37028.0
2021-01-18,DE,FreshBite,Zero,FB-ZR-005,3.74,0,0.0,77.3,68.4,130450.78841613924,33125,39040,0.1803880496276966,-1.38,8243,13253,3774,2251,19.54,,31438.0
2021-01-25,FR,FreshBite,Classic,FB-CL-001,5.01,1,0.2,67.3,54.6,134685.47234364276,86203,9923,0.054409734472670924,-1.36,21887,44863,6904,9818,59.61,94637.0,
2021-01-25,FR,FreshBite,Classic,FB-CL-002,3.96,1,0.2,88.0,79.6,96152.32675197125,62998,29546,0.2652978189163135,-1.29,15831,38316,9987,6968,50.12,61171.0,
2021-01-25,FR,FreshBite,Classic,FB-CL-003,3.93,0,0.0,71.5,66.7,126892.26258627776,100719,32230,0.07551579881289819,-0.6,14814,55629,15666,7971,63.3,107365.0,
2021-01-25,FR,FreshBite,Classic,FB-CL-004,5.25,0,0.0,93.3,87.2,100346.6614259975,70311,10334,0.16311617186092675,-0.54,20813,41289,11061,5963,63.53,76940.0,
2021-01-25,FR,FreshBite,Classic,FB-CL-005,3.87,0,0.0,74.5,69.0,107001.91544726733,68272,5866,0.08440451559047167,-1.49,13233,40433,13137,8405,60.49,72610.0,
2021-01-25,FR,FreshBite,Zero,FB-ZR-001,4.58,1,0.25,83.5,70.9,137709.79913616757,46172,22698,0.27012901110137844,0.06,11010,24370,2551,4647,28.78,,48310.0
2021-01-25,FR,FreshBite,Zero,FB-ZR-002,4.59,1,0.2,98.3,91.5,139849.41553269644,35704,30094,0.08182647422446579,-0.91,10359,21870,2446,2427,21.01,,37026.0
2021-01-25,FR,FreshBite,Zero,FB-ZR-003,4.76,1,0.25,66.5,55.2,130399.15745994075,45518,22627,0.157655072621663,-1.41,13196,22018,2826,6410,29.75,,46621.0
2021-01-25,FR,FreshBite,Zero,FB-ZR-004,5.26,0,0.0,94.2,90.1,125226.08751549755,39290,10925,0.07571753720222217,-1.3,10616,27298,2314,3938,28.86,,41572.0
2021-01-25,FR,FreshBite,Zero,FB-ZR-005,4.68,0,0.0,67.3,58.7,133424.64890106668,36730,25379,0.2023245756112346,0.32,10137,23006,4547,2820,23.13,,40493.0
2021-01-25,BE,FreshBite,Classic,FB-CL-001,4.8,0,0.0,64.0,52.1,112903.40853405153,86727,34751,0.3939628707640676,-1.42,21275,42485,16385,10204,58.74,78082.0,
2021-01-25,BE,FreshBite,Classic,FB-CL-002,3.51,0,0.0,76.0,61.9,118927.47299989506,75182,39367,0.1682128055372839,0.21,10919,34569,6188,4573,47.5,68226.0,
2021-01-25,BE,FreshBite,Classic,FB-CL-003,5.23,1,0.25,88.3,74.3,126699.87780646687,84292,36228,0.11768326182015049,-0.59,15290,51313,13077,10222,51.74,79483.0,
2021-01-25,BE,FreshBite,Classic,FB-CL-004,5.13,0,0.0,98.6,90.7,115168.05492458961,74223,18900,0.21618952268644243,-0.56,9306,32779,10423,7243,55.36,79721.0,
2021-01-25,BE,FreshBite,Classic,FB-CL-005,5.21,0,0.0,97.4,91.7,149452.2215464335,112475,11885,0.35101737983126774,-0.56,18644,72029,14876,15132,69.71,123553.0,
2021-01-25,BE,FreshBite,Zero,FB-ZR-001,5.27,0,0.0,75.7,54.4,144010.54470948773,35940,7963,0.11909607508007435,-1.31,4565,22358,1974,3615,23.65,,34945.0
2021-01-25,BE,FreshBite,Zero,FB-ZR-002,3.96,0,0.0,86.4,79.5,148501.09552014453,39265,7628,0.014098500999607078,0.46,8144,19161,5492,3014,25.15,,37966.0
2021-01-25,BE,FreshBite,Zero,FB-ZR-003,4.53,0,0.0,84.0,73.4,147664.21800929398,45632,30491,0.11281829630065361,0.25,10125,25056,4277,6371,25.61,,48295.0
2021-01-25,BE,FreshBite,Zero,FB-ZR-004,4.78,0,0.0,73.4,71.5,127947.32767054671,45140,31269,0.03829675178526766,-0.87,7065,23057,6374,5039,28.35,,42461.0
2021-01-25,BE,FreshBite,Zero,FB-ZR-005,4.49,0,0.0,75.6,59.8,119123.49240796991,37633,18945,0.026473631195980608,-1.23,7656,16117,6812,4606,27.26,,34025.0
2021-01-25,DE,FreshBite,Classic,FB-CL-001,3.67,0,0.0,68.8,58.6,63349.144649007976,46102,33358,0.14562200438602316,-1.11,12792,21148,6510,6452,47.67,43519.0,
2021-01-25,DE,FreshBite,Classic,FB-CL-002,5.28,0,0.0,79.1,77.9,54041.08889636696,40110,30597,0.18616227941130614,-0.58,7300,19782,7236,4707,47.39,39060.0,
2021-01-25,DE,FreshBite,Classic,FB-CL-003,4.14,0,0.0,75.2,73.9,51490.99169991781,32155,14932,0.169367865947237,-0.29,8215,14183,6228,1805,48.41,35166.0,
2021-01-25,DE,FreshBite,Classic,FB-CL-004,3.56,0,0.0,75.0,73.0,65040.04263524231,53314,33891,0.2903224276992417,-0.56,12457,31484,4629,5727,53.89,54880.0,
2021-01-25,DE,FreshBite,Classic,FB-CL-005,5.42,1,0.25,66.5,56.6,52254.491471553505,35451,21129,0.16817671893006483,-0.85,10431,24024,5118,4594,48.31,32864.0,
2021-01-25,DE,FreshBite,Zero,FB-ZR-001,4.03,0,0.0,75.2,59.1,61755.74816129879,15292,15674,0.34684490688412495,-1.06,1529,10125,1580,1224,19.75,,15932.0
2021-01-25,DE,FreshBite,Zero,FB-ZR-002,4.37,0,0.0,78.7,60.6,45185.69907801814,12873,27037,0.18785775319849873,-1.37,3357,8972,778,1063,17.82,,14711.0
2021-01-25,DE,FreshBite,Zero,FB-ZR-003,4.06,0,0.0,73.2,58.8,52910.32756344723,17707,17694,0.03358329208738908,-0.26,2742,11104,2736,1951,25.08,,19995.0
2021-01-25,DE,FreshBite,Zero,FB-ZR-004,4.09,0,0.0,92.1,74.2,47139.76366990113,14799,12164,0.2637997858710353,-0.54,2079,7931,2017,1762,24.95,,14914.0
2021-01-25,DE,FreshBite,Zero,FB-ZR-005,4.05,1,0.1,72.1,72.1,45306.96851735695,14011,34285,0.36663338597655126,-0.34,3116,7362,1822,963,17.6,,14035.0
2021-02-01,FR,FreshBite,Classic,FB-CL-001,5.29,0,0.0,60.3,46.6,108373.96450765664,88459,13192,0.12697919736151572,-0.01,11410,55704,4892,7906,72.77,91792.0,
2021-02-01,FR,FreshBite,Classic,FB-CL-002,4.43,0,0.0,64.4,52.9,91485.81969983842,65585,24720,0.08277211187318922,-1.33,14234,33944,7342,9825,56.44,69011.0,
2021-02-01,FR,FreshBite,Classic,FB-CL-003,5.06,0,0.0,64.8,53.1,103985.37421473076,61137,26847,0.05193840727626391,-1.17,14272,26473,3837,4255,46.73,66430.0,
2021-02-01,FR,FreshBite,Classic,FB-CL-004,3.76,0,0.0,95.1,81.3,77009.96769013692,61546,29162,0.16529592889084502,-1.46,14795,35519,5234,7674,57.97,63419.0,
2021-02-01,FR,FreshBite,Classic,FB-CL-005,5.37,1,0.15,99.8,83.2,101660.81110939643,72942,34480,0.08004237463325473,-0.33,13941,39854,11025,8704,53.58,70750.0,
2021-02-01,FR,FreshBite,Zero,FB-ZR-001,3.75,0,0.0,81.4,65.7,104910.49814982877,27455,26819,0.18784533840141446,-0.44,5773,11385,3010,2961,20.84,,27915.0
2021-02-01,FR,FreshBite,Zero,FB-ZR-002,4.76,0,0.0,98.8,79.7,93947.60029690413,31122,9040,0.38401121005222033,0.04,3383,18002,6114,3241,30.22,,31786.0
2021-02-01,FR,FreshBite,Zero,FB-ZR-003,4.57,0,0.0,85.8,76.9,93648.20503670063,33440,26049,0.2584524050909715,0.14,5149,14017,4079,4195,27.94,,36939.0
2021-02-01,FR,FreshBite,Zero,FB-ZR-004,4.53,1,0.25,91.1,82.6,75078.45711621334,25473,28822,0.25070523000962847,-0.93,7410,16680,2240,3195,24.52,,26273.0
2021-02-01,FR,FreshBite,Zero,FB-ZR-005,3.82,0,0.0,65.9,50.9,101499.02368154543,30594,13740,0.09736846643359356,-0.57,5445,15440,4894,1720,26.55,,32695.0
2021-02-01,BE,FreshBite,Classic,FB-CL-001,5.34,1,0.1,95.9,70.4,135142.87350789874,103329,25669,0.2949925505631097,-0.43,29977,45618,17286,10416,64.25,97626.0,
2021-02-01,BE,FreshBite,Classic,FB-CL-002,3.96,0,0.0,69.8,67.8,138628.37108371698,108668,28299,0.31271932589030627,0.19,26006,74052,5632,15650,65.1,104509.0,
2021-02-01,BE,FreshBite,Classic,FB-CL-003,3.89,0,0.0,93.7,75.2,130324.76714135084,83685,9479,0.3773565828436664,-1.03,20308,39010,9231,5623,59.86,76283.0,
2021-02-01,BE,FreshBite,Classic,FB-CL-004,5.13,1,0.2,72.7,57.8,130011.1870405287,102439,12903,0.046470755106597,-0.74,14327,53810,13814,8647,71.68,108921.0,
2021-02-01,BE,FreshBite,Classic,FB-CL-005,5.19,1,0.15,88.9,69.8,166740.10638813674,124995,18929,0.041914414951545534,0.37,13685,76742,21351,15229,67.32,131550.0,
2021-02-01,BE,FreshBite,Zero,FB-ZR-001,4.45,0,0.0,65.3,62.4,122758.7742853248,39902,14833,0.3151665269207103,0.32,6596,16359,5482,2764,29.0,,40562.0
2021-02-01,BE,FreshBite,Zero,FB-ZR-002,3.73,0,0.0,92.1,82.7,121952.81352456372,35041,5966,0.37598654507327917,-1.46,9619,15376,3193,4237,27.39,,33630.0
2021-02-01,BE,FreshBite,Zero,FB-ZR-003,4.79,1,0.1,97.0,79.2,116132.57749420518,35502,11376,0.11399307727243886,-0.38,6321,15254,3127,4305,27.84,,36372.0
2021-02-01,BE,FreshBite,Zero,FB-ZR-004,4.0,0,0.0,74.5,59.5,123503.40749234345,30479,37686,0.20111439975409887,0.44,3542,17510,4846,3494,18.91,,32109.0
2021-02-01,BE,FreshBite,Zero,FB-ZR-005,4.84,0,0.0,88.8,84.7,156033.43044085574,44565,10429,0.008563704499172388,0.32,8492,24598,8564,3576,26.77,,47720.0
2021-02-01,DE,FreshBite,Classic,FB-CL-001,3.53,0,0.0,76.8,65.1,107307.69987044157,86269,29531,0.059057954232437426,-1.4,12537,45737,6856,8850,63.04,83484.0,
2021-02-01,DE,FreshBite,Classic,FB-CL-002,3.75,0,0.0,87.2,80.2,117665.89562959428,66536,34582,0.0678761776920863,-0.45,12860,41780,3670,8882,43.7,62518.0,
