Source_File,Refresh_Timestamp,SKU,Market,Pipeline_Step,Cleaned_Units,API_Status,API_Latency_ms,Oracle_Batch_ID,Oracle_Status,Error_Log,Retry_Count,Data_Quality_Percent
fact_sales_FR.csv,2024-01-01 00:32:00,NF_EU_0017,DE,Validate,457,TIMEOUT,507.0,BATCH_7804,LOADED,Missing_Field,0,93.67
fact_sales_FR.csv,2024-01-01 17:53:00,NF_EU_0003,FR,API_Call,493,ERROR,417.0,BATCH_6449,PENDING,,2,98.44
fact_sales_FR.csv,2024-01-01 06:32:00,NF_EU_0038,FR,Load_Oracle,566,OK,525.6,BATCH_2095,FAILED,Timeout,0,94.57
fact_sales_ES.csv,2024-01-01 10:40:00,NF_EU_0033,FR,Transform,464,OK,334.5,BATCH_2364,FAILED,,2,97.2
fact_sales_FR.csv,2024-01-01 05:50:00,NF_EU_0007,ES,Clean,550,TIMEOUT,298.5,BATCH_6629,PENDING,,0,99.88
fact_sales_DE.csv,2024-01-01 19:58:00,NF_EU_0050,IT,Transform,612,OK,249.5,BATCH_9540,PENDING,Timeout,3,86.26
fact_sales_FR.csv,2024-01-01 13:11:00,NF_EU_0037,DE,Extract,436,RETRYING,490.3,BATCH_5035,FAILED,,3,97.38
fact_sales_FR.csv,2024-01-01 04:10:00,NF_EU_0039,ES,Clean,556,RETRYING,435.4,BATCH_2760,FAILED,,0,94.47
fact_sales_ES.csv,2024-01-01 00:09:00,NF_EU_0008,ES,Transform,328,OK,321.5,BATCH_5191,LOADED,,0,95.42
fact_sales_IT.csv,2024-01-01 06:13:00,NF_EU_0049,ES,API_Call,534,OK,252.7,BATCH_1690,FAILED,Bad_SKU,1,80.21
fact_sales_ES.csv,2024-01-01 17:12:00,NF_EU_0022,DE,Load_Oracle,323,OK,257.1,BATCH_3608,LOADED,,2,95.72
fact_sales_DE.csv,2024-01-01 16:09:00,NF_EU_0048,IT,Clean,494,ERROR,441.6,BATCH_8749,FAILED,Duplicate,0,76.61
fact_sales_ES.csv,2024-01-01 10:12:00,NF_EU_0049,DE,Clean,339,TIMEOUT,406.9,BATCH_6044,LOADED,Bad_SKU,0,71.48
fact_sales_FR.csv,2024-01-01 21:33:00,NF_EU_0036,IT,Clean,545,ERROR,143.0,BATCH_7909,PENDING,Timeout,2,70.5
fact_sales_FR.csv,2024-01-01 02:45:00,NF_EU_0034,ES,Transform,589,OK,368.8,BATCH_2644,FAILED,Bad_SKU,2,90.41
fact_sales_IT.csv,2024-01-01 17:08:00,NF_EU_0006,IT,API_Call,591,OK,439.2,BATCH_8250,LOADED,,2,94.9
fact_sales_IT.csv,2024-01-01 17:35:00,NF_EU_0028,IT,Clean,437,RETRYING,391.0,BATCH_2168,PENDING,Timeout,0,87.92
fact_sales_FR.csv,2024-01-01 03:03:00,NF_EU_0012,ES,Extract,454,TIMEOUT,198.7,BATCH_1343,LOADED,Missing_Field,2,84.81
fact_sales_DE.csv,2024-01-01 19:39:00,NF_EU_0034,IT,Clean,427,OK,516.1,BATCH_6273,FAILED,Timeout,0,87.9
fact_sales_FR.csv,2024-01-01 01:26:00,NF_EU_0042,IT,Load_Oracle,564,RETRYING,295.2,BATCH_2907,LOADED,Duplicate,0,73.92
fact_sales_FR.csv,2024-01-01 09:52:00,NF_EU_0016,ES,Transform,466,RETRYING,326.2,BATCH_6361,LOADED,,3,93.39
fact_sales_ES.csv,2024-01-01 11:24:00,NF_EU_0017,FR,Transform,734,ERROR,432.1,BATCH_4882,FAILED,Bad_SKU,2,85.21
fact_sales_IT.csv,2024-01-01 15:33:00,NF_EU_0026,DE,API_Call,629,TIMEOUT,238.6,BATCH_7784,PENDING,Duplicate,2,83.77
fact_sales_FR.csv,2024-01-01 02:10:00,NF_EU_0046,FR,Clean,637,TIMEOUT,437.0,BATCH_4090,LOADED,Duplicate,2,88.49
fact_sales_FR.csv,2024-01-01 09:32:00,NF_EU_0022,ES,Clean,582,TIMEOUT,583.5,BATCH_8571,LOADED,Timeout,3,91.54
fact_sales_FR.csv,2024-01-01 02:56:00,NF_EU_0024,DE,Load_Oracle,471,RETRYING,587.1,BATCH_2923,LOADED,,0,93.27
fact_sales_FR.csv,2024-01-01 14:55:00,NF_EU_0007,DE,Extract,354,TIMEOUT,95.4,BATCH_9070,FAILED,Timeout,0,70.16
fact_sales_IT.csv,2024-01-01 06:46:00,NF_EU_0043,IT,Validate,673,TIMEOUT,325.9,BATCH_4956,PENDING,Duplicate,0,77.62
fact_sales_IT.csv,2024-01-01 00:33:00,NF_EU_0010,IT,Transform,333,ERROR,324.8,BATCH_1796,PENDING,Duplicate,0,76.73
fact_sales_IT.csv,2024-01-01 02:33:00,NF_EU_0041,DE,Transform,560,OK,259.1,BATCH_5454,LOADED,,3,95.79
fact_sales_IT.csv,2024-01-01 10:40:00,NF_EU_0022,FR,Extract,459,RETRYING,391.3,BATCH_9468,FAILED,,1,97.16
fact_sales_ES.csv,2024-01-01 04:29:00,NF_EU_0047,ES,Clean,571,RETRYING,479.1,BATCH_4237,LOADED,Duplicate,2,81.36
fact_sales_FR.csv,2024-01-01 07:57:00,NF_EU_0043,IT,Extract,500,ERROR,396.7,BATCH_2884,FAILED,,1,92.22
fact_sales_ES.csv,2024-01-01 01:45:00,NF_EU_0027,FR,Validate,530,OK,491.7,BATCH_9123,LOADED,,1,95.22
fact_sales_DE.csv,2024-01-01 22:54:00,NF_EU_0037,IT,Validate,457,RETRYING,453.1,BATCH_4753,PENDING,Duplicate,0,90.16
fact_sales_ES.csv,2024-01-01 18:55:00,NF_EU_0013,DE,Extract,468,OK,273.0,BATCH_3624,LOADED,,0,99.42
fact_sales_IT.csv,2024-01-01 23:52:00,NF_EU_0029,ES,Extract,604,ERROR,341.5,BATCH_9654,LOADED,Bad_SKU,0,81.47
fact_sales_DE.csv,2024-01-01 20:19:00,NF_EU_0006,DE,Clean,230,RETRYING,318.3,BATCH_5812,FAILED,Bad_SKU,3,77.26
fact_sales_FR.csv,2024-01-01 01:21:00,NF_EU_0025,ES,Transform,460,OK,273.1,BATCH_4575,LOADED,,0,98.27
fact_sales_ES.csv,2024-01-01 05:07:00,NF_EU_0001,FR,API_Call,704,ERROR,225.1,BATCH_9436,PENDING,Duplicate,1,71.63
fact_sales_IT.csv,2024-01-01 23:57:00,NF_EU_0004,DE,Extract,324,TIMEOUT,311.5,BATCH_1564,PENDING,,2,97.98
fact_sales_DE.csv,2024-01-01 13:57:00,NF_EU_0012,IT,Extract,363,RETRYING,571.6,BATCH_7972,FAILED,Timeout,2,84.1
fact_sales_IT.csv,2024-01-01 07:43:00,NF_EU_0044,ES,API_Call,410,OK,127.0,BATCH_9283,LOADED,,3,93.18
fact_sales_DE.csv,2024-01-01 13:12:00,NF_EU_0002,ES,Extract,581,RETRYING,509.9,BATCH_8638,PENDING,Timeout,2,79.16
fact_sales_IT.csv,2024-01-01 11:46:00,NF_EU_0038,ES,Validate,395,TIMEOUT,385.8,BATCH_4449,PENDING,Bad_SKU,0,71.67
fact_sales_FR.csv,2024-01-01 06:04:00,NF_EU_0041,FR,Load_Oracle,572,OK,344.9,BATCH_9085,FAILED,Missing_Field,0,81.97
fact_sales_DE.csv,2024-01-01 18:12:00,NF_EU_0030,ES,Extract,503,OK,180.1,BATCH_4229,FAILED,Timeout,3,85.27
fact_sales_FR.csv,2024-01-01 02:16:00,NF_EU_0027,IT,Transform,612,OK,240.9,BATCH_9615,FAILED,Missing_Field,3,91.81
fact_sales_IT.csv,2024-01-01 01:34:00,NF_EU_0027,FR,Extract,457,RETRYING,256.3,BATCH_2267,PENDING,Bad_SKU,2,91.3
fact_sales_FR.csv,2024-01-01 12:41:00,NF_EU_0023,IT,Load_Oracle,429,ERROR,373.5,BATCH_4206,FAILED,,3,99.85
fact_sales_DE.csv,2024-01-01 20:19:00,NF_EU_0018,IT,Extract,534,TIMEOUT,419.6,BATCH_5419,FAILED,Bad_SKU,2,82.95
fact_sales_DE.csv,2024-01-01 15:50:00,NF_EU_0004,ES,Clean,496,ERROR,209.4,BATCH_6124,FAILED,Duplicate,0,87.33
fact_sales_FR.csv,2024-01-01 19:02:00,NF_EU_0029,IT,Extract,654,RETRYING,304.9,BATCH_6141,LOADED,Timeout,1,79.08
fact_sales_ES.csv,2024-01-01 06:45:00,NF_EU_0038,IT,Extract,639,TIMEOUT,491.8,BATCH_9315,PENDING,Duplicate,3,85.11
fact_sales_DE.csv,2024-01-01 22:54:00,NF_EU_0004,DE,Extract,501,RETRYING,363.4,BATCH_4340,FAILED,Timeout,2,89.31
fact_sales_ES.csv,2024-01-01 00:30:00,NF_EU_0029,DE,Extract,709,OK,473.1,BATCH_3007,PENDING,Timeout,1,70.69
fact_sales_IT.csv,2024-01-01 05:11:00,NF_EU_0009,DE,Transform,557,RETRYING,353.0,BATCH_7676,PENDING,Duplicate,1,76.87
fact_sales_ES.csv,2024-01-01 10:41:00,NF_EU_0031,IT,Validate,381,RETRYING,329.6,BATCH_1714,PENDING,Missing_Field,0,91.81
fact_sales_FR.csv,2024-01-01 09:59:00,NF_EU_0009,IT,Transform,458,ERROR,363.2,BATCH_4232,PENDING,,2,96.47
fact_sales_IT.csv,2024-01-01 13:08:00,NF_EU_0035,FR,Clean,610,RETRYING,330.7,BATCH_6498,PENDING,Missing_Field,3,94.2
fact_sales_FR.csv,2024-01-01 03:40:00,NF_EU_0026,FR,Load_Oracle,311,ERROR,272.6,BATCH_7704,LOADED,Timeout,2,81.64
fact_sales_IT.csv,2024-01-01 09:23:00,NF_EU_0035,ES,Transform,400,OK,504.8,BATCH_5644,PENDING,Duplicate,0,70.24
fact_sales_FR.csv,2024-01-01 20:40:00,NF_EU_0029,DE,Transform,450,RETRYING,285.9,BATCH_4171,LOADED,Bad_SKU,2,85.59
fact_sales_IT.csv,2024-01-01 23:15:00,NF_EU_0005,IT,Clean,566,OK,357.1,BATCH_3650,LOADED,,3,99.5
fact_sales_IT.csv,2024-01-01 21:31:00,NF_EU_0005,ES,Transform,475,ERROR,243.6,BATCH_8769,FAILED,Missing_Field,0,89.14
fact_sales_DE.csv,2024-01-01 01:10:00,NF_EU_0045,FR,Load_Oracle,611,OK,428.4,BATCH_5055,FAILED,Timeout,1,76.26
fact_sales_FR.csv,2024-01-01 17:19:00,NF_EU_0033,DE,Clean,681,RETRYING,374.9,BATCH_8094,LOADED,Missing_Field,1,81.27
fact_sales_FR.csv,2024-01-01 00:31:00,NF_EU_0006,IT,Validate,389,OK,365.4,BATCH_4528,LOADED,,0,99.89
fact_sales_DE.csv,2024-01-01 06:14:00,NF_EU_0027,DE,API_Call,641,ERROR,395.9,BATCH_5718,FAILED,Missing_Field,3,71.9
fact_sales_DE.csv,2024-01-01 15:34:00,NF_EU_0031,IT,API_Call,282,ERROR,378.6,BATCH_5855,LOADED,Missing_Field,1,75.05
fact_sales_ES.csv,2024-01-01 14:34:00,NF_EU_0029,ES,Extract,587,ERROR,480.5,BATCH_6989,LOADED,Duplicate,3,77.93
fact_sales_ES.csv,2024-01-01 11:39:00,NF_EU_0011,IT,API_Call,556,RETRYING,468.7,BATCH_1695,LOADED,,1,96.39
fact_sales_FR.csv,2024-01-01 22:44:00,NF_EU_0032,IT,Extract,351,RETRYING,207.1,BATCH_2477,LOADED,Duplicate,2,88.21
fact_sales_ES.csv,2024-01-01 20:20:00,NF_EU_0012,ES,Validate,446,TIMEOUT,320.1,BATCH_7201,PENDING,Missing_Field,2,76.57
fact_sales_IT.csv,2024-01-01 07:42:00,NF_EU_0001,FR,Transform,389,TIMEOUT,431.3,BATCH_7086,LOADED,Bad_SKU,3,77.2
fact_sales_FR.csv,2024-01-01 18:28:00,NF_EU_0004,DE,Extract,529,RETRYING,249.9,BATCH_4800,PENDING,Timeout,0,93.36
fact_sales_FR.csv,2024-01-01 21:11:00,NF_EU_0036,IT,Clean,562,ERROR,321.4,BATCH_3310,PENDING,Duplicate,3,94.58
fact_sales_IT.csv,2024-01-01 03:55:00,NF_EU_0045,IT,API_Call,441,ERROR,430.4,BATCH_4244,PENDING,Duplicate,1,79.41
fact_sales_FR.csv,2024-01-01 16:38:00,NF_EU_0045,IT,Transform,622,OK,320.0,BATCH_6940,FAILED,Duplicate,2,86.88
fact_sales_FR.csv,2024-01-01 05:48:00,NF_EU_0033,ES,Clean,516,ERROR,238.5,BATCH_7839,LOADED,,0,94.7
fact_sales_FR.csv,2024-01-01 08:36:00,NF_EU_0047,DE,Transform,350,RETRYING,287.8,BATCH_8402,PENDING,,3,98.05
fact_sales_FR.csv,2024-01-01 12:54:00,NF_EU_0039,IT,Clean,516,ERROR,495.3,BATCH_9034,PENDING,Duplicate,0,77.37
fact_sales_FR.csv,2024-01-01 01:18:00,NF_EU_0016,IT,API_Call,402,OK,363.6,BATCH_8196,PENDING,,2,93.52
fact_sales_FR.csv,2024-01-01 02:23:00,NF_EU_0009,DE,API_Call,439,OK,195.3,BATCH_7547,PENDING,Bad_SKU,0,81.05
fact_sales_ES.csv,2024-01-01 10:47:00,NF_EU_0025,ES,Transform,421,ERROR,253.1,BATCH_1332,PENDING,Timeout,2,89.26
fact_sales_DE.csv,2024-01-01 13:36:00,NF_EU_0004,ES,Validate,306,OK,490.1,BATCH_2182,LOADED,,2,99.49
fact_sales_ES.csv,2024-01-01 08:18:00,NF_EU_0019,FR,Load_Oracle,686,TIMEOUT,360.6,BATCH_6334,LOADED,Duplicate,0,88.15
fact_sales_ES.csv,2024-01-01 02:07:00,NF_EU_0010,FR,API_Call,592,RETRYING,459.8,BATCH_1391,PENDING,Bad_SKU,1,73.98
fact_sales_DE.csv,2024-01-01 07:51:00,NF_EU_0039,IT,Clean,462,TIMEOUT,533.8,BATCH_3759,FAILED,,1,99.94
fact_sales_DE.csv,2024-01-01 22:10:00,NF_EU_0047,FR,Extract,451,RETRYING,416.7,BATCH_5554,FAILED,,0,93.95
fact_sales_IT.csv,2024-01-01 09:08:00,NF_EU_0015,ES,Clean,325,RETRYING,183.5,BATCH_3695,FAILED,Bad_SKU,1,86.75
fact_sales_DE.csv,2024-01-01 21:38:00,NF_EU_0043,DE,API_Call,592,RETRYING,114.9,BATCH_1679,FAILED,Missing_Field,2,70.8
fact_sales_IT.csv,2024-01-01 22:51:00,NF_EU_0009,IT,Load_Oracle,626,ERROR,412.7,BATCH_5480,PENDING,Bad_SKU,3,71.57
fact_sales_DE.csv,2024-01-01 02:07:00,NF_EU_0011,DE,API_Call,697,ERROR,258.4,BATCH_8845,PENDING,Duplicate,1,77.97
fact_sales_DE.csv,2024-01-01 22:11:00,NF_EU_0020,DE,Validate,398,TIMEOUT,380.0,BATCH_3598,FAILED,Timeout,0,80.73
fact_sales_DE.csv,2024-01-01 10:07:00,NF_EU_0009,DE,Clean,570,RETRYING,412.3,BATCH_6411,LOADED,,3,95.99
fact_sales_ES.csv,2024-01-01 15:48:00,NF_EU_0020,DE,Validate,634,ERROR,487.6,BATCH_2173,LOADED,Missing_Field,0,87.1
fact_sales_FR.csv,2024-01-01 18:48:00,NF_EU_0046,FR,Validate,450,TIMEOUT,435.1,BATCH_5734,FAILED,Missing_Field,2,75.01
fact_sales_FR.csv,2024-01-01 16:22:00,NF_EU_0039,DE,API_Call,600,TIMEOUT,388.2,BATCH_6836,FAILED,Timeout,2,77.96
fact_sales_DE.csv,2024-01-01 09:13:00,NF_EU_0033,DE,Validate,544,TIMEOUT,470.1,BATCH_3440,PENDING,Duplicate,1,87.19
fact_sales_IT.csv,2024-01-01 19:47:00,NF_EU_0040,ES,Load_Oracle,479,OK,454.7,BATCH_1435,FAILED,Missing_Field,1,90.36
fact_sales_IT.csv,2024-01-01 16:24:00,NF_EU_0029,IT,Load_Oracle,310,ERROR,244.5,BATCH_2359,LOADED,Bad_SKU,2,81.59
fact_sales_ES.csv,2024-01-01 05:21:00,NF_EU_0019,ES,Transform,706,ERROR,374.3,BATCH_3308,FAILED,Timeout,1,94.63
fact_sales_IT.csv,2024-01-01 12:21:00,NF_EU_0028,DE,Load_Oracle,733,TIMEOUT,296.9,BATCH_3680,PENDING,Missing_Field,2,87.39
fact_sales_DE.csv,2024-01-01 18:50:00,NF_EU_0032,DE,Validate,615,ERROR,333.4,BATCH_7093,FAILED,Timeout,1,83.35
fact_sales_IT.csv,2024-01-01 18:40:00,NF_EU_0006,ES,Clean,486,TIMEOUT,428.8,BATCH_2250,PENDING,Timeout,2,76.11
fact_sales_DE.csv,2024-01-01 13:10:00,NF_EU_0010,FR,API_Call,543,ERROR,289.6,BATCH_6674,LOADED,Duplicate,3,83.79
fact_sales_IT.csv,2024-01-01 17:35:00,NF_EU_0029,ES,Extract,523,ERROR,328.0,BATCH_8826,PENDING,Timeout,0,78.04
fact_sales_ES.csv,2024-01-01 17:49:00,NF_EU_0042,FR,Load_Oracle,407,TIMEOUT,264.7,BATCH_4768,PENDING,Missing_Field,2,93.48
fact_sales_IT.csv,2024-01-01 07:29:00,NF_EU_0050,DE,Validate,580,ERROR,195.5,BATCH_6517,PENDING,,1,97.0
fact_sales_ES.csv,2024-01-01 17:38:00,NF_EU_0008,ES,Extract,317,TIMEOUT,404.3,BATCH_5266,PENDING,,1,94.94
fact_sales_IT.csv,2024-01-01 00:01:00,NF_EU_0043,DE,Clean,591,OK,454.7,BATCH_3098,PENDING,,0,95.41
fact_sales_IT.csv,2024-01-01 01:53:00,NF_EU_0035,DE,Clean,718,TIMEOUT,433.7,BATCH_8046,PENDING,Timeout,3,87.74
fact_sales_IT.csv,2024-01-01 00:42:00,NF_EU_0015,IT,Extract,613,RETRYING,424.1,BATCH_1270,FAILED,Duplicate,3,86.75
fact_sales_ES.csv,2024-01-01 14:12:00,NF_EU_0015,IT,Load_Oracle,485,RETRYING,336.9,BATCH_6124,LOADED,Duplicate,0,79.46
fact_sales_DE.csv,2024-01-01 20:43:00,NF_EU_0037,ES,Extract,417,OK,487.6,BATCH_1294,PENDING,Duplicate,2,83.82
fact_sales_DE.csv,2024-01-01 10:07:00,NF_EU_0021,DE,Extract,318,TIMEOUT,344.3,BATCH_3398,LOADED,Bad_SKU,1,88.47
fact_sales_DE.csv,2024-01-01 06:54:00,NF_EU_0039,IT,Transform,686,RETRYING,453.2,BATCH_4131,FAILED,Missing_Field,0,77.83
fact_sales_FR.csv,2024-01-01 17:31:00,NF_EU_0047,DE,Extract,572,RETRYING,381.9,BATCH_6290,PENDING,Missing_Field,1,93.08
fact_sales_DE.csv,2024-01-01 09:10:00,NF_EU_0039,IT,Extract,444,OK,454.1,BATCH_7181,LOADED,,2,92.25
fact_sales_FR.csv,2024-01-01 00:21:00,NF_EU_0022,FR,Extract,439,RETRYING,267.2,BATCH_5807,FAILED,Bad_SKU,3,90.34
fact_sales_ES.csv,2024-01-01 12:15:00,NF_EU_0013,DE,Load_Oracle,496,RETRYING,396.2,BATCH_7141,FAILED,Timeout,1,72.18
fact_sales_IT.csv,2024-01-01 01:08:00,NF_EU_0004,FR,Load_Oracle,260,OK,361.5,BATCH_1058,LOADED,,3,98.46
fact_sales_FR.csv,2024-01-01 07:46:00,NF_EU_0012,DE,Clean,579,RETRYING,160.7,BATCH_1656,FAILED,,2,97.17
fact_sales_DE.csv,2024-01-01 14:54:00,NF_EU_0013,FR,Validate,543,ERROR,403.5,BATCH_8528,PENDING,,0,97.47
fact_sales_ES.csv,2024-01-01 04:55:00,NF_EU_0036,DE,Load_Oracle,472,TIMEOUT,336.4,BATCH_2652,PENDING,Duplicate,0,89.94
fact_sales_ES.csv,2024-01-01 08:49:00,NF_EU_0011,ES,Load_Oracle,411,TIMEOUT,284.2,BATCH_4902,FAILED,Timeout,0,80.33
fact_sales_IT.csv,2024-01-01 16:44:00,NF_EU_0049,FR,Extract,444,OK,535.1,BATCH_9061,PENDING,Duplicate,1,70.62
fact_sales_DE.csv,2024-01-01 00:39:00,NF_EU_0009,FR,Validate,296,OK,325.0,BATCH_1642,PENDING,Bad_SKU,0,85.98
fact_sales_FR.csv,2024-01-01 16:06:00,NF_EU_0004,IT,Validate,868,RETRYING,616.5,BATCH_9433,LOADED,Duplicate,3,89.33
fact_sales_FR.csv,2024-01-01 17:32:00,NF_EU_0044,ES,Validate,454,TIMEOUT,454.4,BATCH_1550,FAILED,Timeout,3,84.44
fact_sales_IT.csv,2024-01-01 20:13:00,NF_EU_0043,IT,Clean,480,OK,154.7,BATCH_1543,PENDING,Duplicate,2,79.96
fact_sales_ES.csv,2024-01-01 16:55:00,NF_EU_0005,DE,Load_Oracle,348,ERROR,307.7,BATCH_3287,PENDING,Missing_Field,3,84.31
fact_sales_ES.csv,2024-01-01 21:04:00,NF_EU_0011,DE,API_Call,355,OK,371.5,BATCH_5235,LOADED,,1,96.96
fact_sales_ES.csv,2024-01-01 12:20:00,NF_EU_0031,FR,API_Call,613,TIMEOUT,238.3,BATCH_4212,PENDING,Missing_Field,3,73.94
fact_sales_ES.csv,2024-01-01 21:45:00,NF_EU_0038,FR,Validate,403,ERROR,262.6,BATCH_6056,LOADED,Duplicate,1,87.01
fact_sales_FR.csv,2024-01-01 08:54:00,NF_EU_0050,IT,Validate,535,ERROR,400.8,BATCH_4508,LOADED,,0,96.43
fact_sales_IT.csv,2024-01-01 05:21:00,NF_EU_0028,FR,Validate,476,RETRYING,598.0,BATCH_7282,PENDING,,3,98.75
fact_sales_DE.csv,2024-01-01 06:18:00,NF_EU_0011,IT,Clean,682,ERROR,192.5,BATCH_8881,LOADED,Duplicate,2,89.52
fact_sales_DE.csv,2024-01-01 20:23:00,NF_EU_0014,IT,Load_Oracle,433,OK,445.9,BATCH_8273,PENDING,,1,93.92
fact_sales_FR.csv,2024-01-01 14:15:00,NF_EU_0010,FR,Load_Oracle,725,ERROR,504.5,BATCH_8236,FAILED,Duplicate,1,74.31
fact_sales_DE.csv,2024-01-01 15:28:00,NF_EU_0015,DE,Validate,558,ERROR,303.9,BATCH_9679,LOADED,Missing_Field,1,82.28
fact_sales_ES.csv,2024-01-01 13:51:00,NF_EU_0043,DE,Clean,555,TIMEOUT,230.7,BATCH_5779,PENDING,Missing_Field,3,74.95
fact_sales_ES.csv,2024-01-01 09:34:00,NF_EU_0002,FR,Extract,523,ERROR,331.1,BATCH_5500,PENDING,Missing_Field,0,89.16
fact_sales_ES.csv,2024-01-01 21:32:00,NF_EU_0025,IT,Transform,395,RETRYING,195.6,BATCH_8405,LOADED,,3,95.34
fact_sales_FR.csv,2024-01-01 10:31:00,NF_EU_0023,DE,Extract,501,RETRYING,425.9,BATCH_5228,PENDING,Bad_SKU,1,92.71
fact_sales_FR.csv,2024-01-01 15:58:00,NF_EU_0035,FR,Transform,457,TIMEOUT,478.0,BATCH_9790,FAILED,Duplicate,1,82.2
fact_sales_FR.csv,2024-01-01 15:38:00,NF_EU_0046,DE,Extract,605,RETRYING,649.3,BATCH_7748,LOADED,Timeout,3,74.0
