Date,Warehouse_ID,SKU,Inbound_Units,Outbound_Units,Coverage_Days,OOS_Flag,LeadTime_Signal_Days
2023-01-01,WH_10,ECO500,63,393,4,0,11
2023-01-01,WH_10,ECOBIO1L,314,114,7,0,9
2023-01-01,WH_11,ECO100,431,476,41,0,5
2023-01-01,WH_11,ECO250,431,237,12,1,3
2023-01-01,WH_11,ECO500,119,556,4,0,11
2023-01-01,WH_11,ECOBIO1L,325,697,9,0,3
2023-01-01,WH_12,ECO100,491,453,15,0,11
2023-01-01,WH_12,ECO250,402,669,20,0,5
2023-01-01,WH_12,ECO500,412,697,36,0,7
2023-01-01,WH_12,ECOBIO1L,86,654,1,0,5
2023-01-02,WH_1,ECO100,409,273,10,0,10
2023-01-02,WH_1,ECO250,197,661,23,0,7
2023-01-02,WH_1,ECO500,174,467,34,0,7
2023-01-02,WH_1,ECOBIO1L,49,725,4,0,4
2023-01-02,WH_2,ECO100,487,526,30,0,9
2023-01-02,WH_2,ECO250,197,37,26,0,5
2023-01-02,WH_2,ECO500,253,109,21,0,3
2023-01-02,WH_2,ECOBIO1L,350,352,23,0,2
2023-01-02,WH_3,ECO100,43,670,17,0,2
2023-01-02,WH_3,ECO250,487,762,1,1,2
2023-01-02,WH_3,ECO500,5,354,24,0,10
2023-01-02,WH_3,ECOBIO1L,193,353,42,1,3
2023-01-02,WH_4,ECO100,372,218,4,1,7
2023-01-02,WH_4,ECO250,462,493,43,0,8
2023-01-02,WH_4,ECO500,198,67,27,0,4
2023-01-02,WH_4,ECOBIO1L,61,683,24,0,11
2023-01-02,WH_5,ECO100,67,780,19,0,10
2023-01-02,WH_5,ECO250,319,789,23,0,9
2023-01-02,WH_5,ECO500,19,452,5,0,8
2023-01-02,WH_5,ECOBIO1L,369,518,1,0,3
2023-01-02,WH_6,ECO100,427,60,44,0,8
2023-01-02,WH_6,ECO250,355,301,40,0,4
2023-01-02,WH_6,ECO500,395,514,12,0,10
2023-01-02,WH_6,ECOBIO1L,18,460,12,0,2
2023-01-02,WH_7,ECO100,226,202,40,0,5
2023-01-02,WH_7,ECO250,31,210,21,0,3
2023-01-02,WH_7,ECO500,296,628,33,0,3
2023-01-02,WH_7,ECOBIO1L,27,502,6,0,9
2023-01-02,WH_8,ECO100,86,144,35,0,7
2023-01-02,WH_8,ECO250,81,652,32,0,7
2023-01-02,WH_8,ECO500,144,63,12,0,4
2023-01-02,WH_8,ECOBIO1L,320,124,3,0,2
2023-01-02,WH_9,ECO100,73,88,18,0,8
2023-01-02,WH_9,ECO250,64,108,4,0,8
2023-01-02,WH_9,ECO500,235,23,3,0,7
2023-01-02,WH_9,ECOBIO1L,440,729,3,0,8
2023-01-02,WH_10,ECO100,4,543,12,0,10
2023-01-02,WH_10,ECO250,348,657,18,0,11
2023-01-02,WH_10,ECO500,417,439,22,0,11
2023-01-02,WH_10,ECOBIO1L,13,777,2,0,5
2023-01-02,WH_11,ECO100,437,637,35,0,9
2023-01-02,WH_11,ECO250,184,518,44,0,11
2023-01-02,WH_11,ECO500,255,254,36,0,5
2023-01-02,WH_11,ECOBIO1L,63,100,14,0,9
2023-01-02,WH_12,ECO100,294,476,7,0,9
2023-01-02,WH_12,ECO250,258,620,29,0,3
2023-01-02,WH_12,ECO500,42,199,20,0,10
2023-01-02,WH_12,ECOBIO1L,384,92,21,0,2
2023-01-03,WH_1,ECO100,374,513,17,0,5
2023-01-03,WH_1,ECO250,429,90,43,0,10
2023-01-03,WH_1,ECO500,171,430,22,0,6
2023-01-03,WH_1,ECOBIO1L,104,137,13,0,9
2023-01-03,WH_2,ECO100,270,319,12,0,10
2023-01-03,WH_2,ECO250,222,720,38,0,11
2023-01-03,WH_2,ECO500,495,740,27,1,2
2023-01-03,WH_2,ECOBIO1L,145,18,9,0,2
2023-01-03,WH_3,ECO100,453,133,43,0,4
2023-01-03,WH_3,ECO250,122,612,44,0,4
2023-01-03,WH_3,ECO500,462,191,44,0,8
2023-01-03,WH_3,ECOBIO1L,360,470,36,0,8
2023-01-03,WH_4,ECO100,422,314,39,0,8
2023-01-03,WH_4,ECO250,19,733,35,0,7
2023-01-03,WH_4,ECO500,364,38,22,0,10
2023-01-03,WH_4,ECOBIO1L,203,208,27,0,7
2023-01-03,WH_5,ECO100,466,671,32,0,3
2023-01-03,WH_5,ECO250,33,579,24,0,11
2023-01-03,WH_5,ECO500,235,125,9,0,11
2023-01-03,WH_5,ECOBIO1L,236,727,16,0,11
2023-01-03,WH_6,ECO100,429,359,7,0,4
2023-01-03,WH_6,ECO250,91,221,38,0,6
2023-01-03,WH_6,ECO500,83,277,9,0,2
2023-01-03,WH_6,ECOBIO1L,182,135,3,0,4
2023-01-03,WH_7,ECO100,45,673,44,0,7
2023-01-03,WH_7,ECO250,492,142,10,0,8
2023-01-03,WH_7,ECO500,331,688,42,0,6
2023-01-03,WH_7,ECOBIO1L,49,778,44,0,10
2023-01-03,WH_8,ECO100,116,195,31,0,2
2023-01-03,WH_8,ECO250,358,764,6,0,10
2023-01-03,WH_8,ECO500,70,398,21,0,6
2023-01-03,WH_8,ECOBIO1L,146,340,29,0,11
2023-01-03,WH_9,ECO100,215,54,35,0,3
2023-01-03,WH_9,ECO250,372,386,13,0,4
2023-01-03,WH_9,ECO500,22,742,41,1,7
2023-01-03,WH_9,ECOBIO1L,199,167,18,0,10
2023-01-03,WH_10,ECO100,213,720,39,0,4
2023-01-03,WH_10,ECO250,281,570,16,0,6
2023-01-03,WH_10,ECO500,58,457,16,0,4
2023-01-03,WH_10,ECOBIO1L,329,606,31,1,5
2023-01-03,WH_11,ECO100,422,573,36,0,9
2023-01-03,WH_11,ECO250,402,601,8,0,8
2023-01-03,WH_11,ECO500,487,182,16,0,10
2023-01-03,WH_11,ECOBIO1L,369,759,5,0,11
2023-01-03,WH_12,ECO100,30,457,31,0,11
2023-01-03,WH_12,ECO250,17,193,35,0,4
2023-01-03,WH_12,ECO500,452,118,30,1,4
2023-01-03,WH_12,ECOBIO1L,453,264,12,0,7
2023-01-04,WH_1,ECO100,376,167,7,0,8
2023-01-04,WH_1,ECO250,159,662,33,0,11
2023-01-04,WH_1,ECO500,192,755,30,0,6
2023-01-04,WH_1,ECOBIO1L,427,545,44,0,7
2023-01-04,WH_2,ECO100,211,263,23,0,10
2023-01-04,WH_2,ECO250,296,747,36,0,8
2023-01-04,WH_2,ECO500,166,429,15,0,10
2023-01-04,WH_2,ECOBIO1L,334,728,7,0,11
2023-01-04,WH_3,ECO100,334,776,17,0,2
2023-01-04,WH_3,ECO250,303,327,34,0,11
2023-01-04,WH_3,ECO500,368,405,11,0,9
2023-01-04,WH_3,ECOBIO1L,283,655,8,0,4
2023-01-04,WH_4,ECO100,79,149,4,0,3
2023-01-04,WH_4,ECO250,87,87,35,0,5
2023-01-04,WH_4,ECO500,185,542,28,0,4
2023-01-04,WH_4,ECOBIO1L,110,515,44,0,7
2023-01-04,WH_5,ECO100,196,301,44,0,10
2023-01-04,WH_5,ECO250,223,722,17,0,11
2023-01-04,WH_5,ECO500,301,294,21,0,8
2023-01-04,WH_5,ECOBIO1L,21,356,20,0,6
2023-01-04,WH_6,ECO100,113,698,5,0,5
2023-01-04,WH_6,ECO250,30,457,30,0,8
2023-01-04,WH_6,ECO500,194,174,20,0,11
2023-01-04,WH_6,ECOBIO1L,198,412,33,0,7
2023-01-04,WH_7,ECO100,33,50,24,0,8
2023-01-04,WH_7,ECO250,436,684,13,0,11
2023-01-04,WH_7,ECO500,1,210,18,0,10
2023-01-04,WH_7,ECOBIO1L,79,660,17,1,5
2023-01-04,WH_8,ECO100,64,329,15,0,10
2023-01-04,WH_8,ECO250,217,593,30,1,10
2023-01-04,WH_8,ECO500,34,491,28,0,5
2023-01-04,WH_8,ECOBIO1L,299,731,6,0,2
2023-01-04,WH_9,ECO100,28,447,7,0,8
2023-01-04,WH_9,ECO250,278,419,15,0,3
2023-01-04,WH_9,ECO500,452,686,28,0,10
2023-01-04,WH_9,ECOBIO1L,177,108,30,0,11
2023-01-04,WH_10,ECO100,499,769,15,0,9
2023-01-04,WH_10,ECO250,2,382,13,1,3
2023-01-04,WH_10,ECO500,240,751,31,0,3
2023-01-04,WH_10,ECOBIO1L,189,650,27,0,11
2023-01-04,WH_11,ECO100,221,76,29,0,5
2023-01-04,WH_11,ECO250,373,280,12,0,10
2023-01-04,WH_11,ECO500,457,511,38,0,11
2023-01-04,WH_11,ECOBIO1L,100,513,5,0,8
2023-01-04,WH_12,ECO100,91,127,16,0,10
2023-01-04,WH_12,ECO250,284,377,44,0,5
2023-01-04,WH_12,ECO500,312,250,31,0,9
2023-01-04,WH_12,ECOBIO1L,33,612,8,0,11
2023-01-05,WH_1,ECO100,367,22,38,0,9
2023-01-05,WH_1,ECO250,41,695,4,0,3
2023-01-05,WH_1,ECO500,193,328,33,0,11
2023-01-05,WH_1,ECOBIO1L,284,561,36,0,7
2023-01-05,WH_2,ECO100,102,62,35,0,2
2023-01-05,WH_2,ECO250,496,544,13,0,8
2023-01-05,WH_2,ECO500,15,741,12,0,9
2023-01-05,WH_2,ECOBIO1L,411,702,29,0,9
2023-01-05,WH_3,ECO100,384,147,42,0,9
2023-01-05,WH_3,ECO250,7,432,33,0,9
2023-01-05,WH_3,ECO500,447,12,11,0,4
2023-01-05,WH_3,ECOBIO1L,161,344,5,0,6
2023-01-05,WH_4,ECO100,439,716,33,0,9
2023-01-05,WH_4,ECO250,103,49,3,0,9
2023-01-05,WH_4,ECO500,5,40,9,1,9
2023-01-05,WH_4,ECOBIO1L,216,708,6,0,5
2023-01-05,WH_5,ECO100,293,799,12,0,9
2023-01-05,WH_5,ECO250,468,587,19,0,3
2023-01-05,WH_5,ECO500,403,630,21,0,3
2023-01-05,WH_5,ECOBIO1L,302,177,32,1,3
2023-01-05,WH_6,ECO100,391,544,18,1,5
2023-01-05,WH_6,ECO250,134,57,14,0,4
2023-01-05,WH_6,ECO500,462,397,12,0,9
2023-01-05,WH_6,ECOBIO1L,253,697,15,0,11
2023-01-05,WH_7,ECO100,108,157,22,0,9
2023-01-05,WH_7,ECO250,132,299,14,0,2
2023-01-05,WH_7,ECO500,379,315,25,0,7
2023-01-05,WH_7,ECOBIO1L,263,42,17,0,11
2023-01-05,WH_8,ECO100,402,183,3,0,7
2023-01-05,WH_8,ECO250,284,405,34,0,7
2023-01-05,WH_8,ECO500,251,395,44,0,9
2023-01-05,WH_8,ECOBIO1L,303,455,3,0,9
2023-01-05,WH_9,ECO100,414,350,10,0,4
2023-01-05,WH_9,ECO250,171,309,25,0,11
2023-01-05,WH_9,ECO500,385,504,18,0,2
2023-01-05,WH_9,ECOBIO1L,72,309,12,0,5
2023-01-05,WH_10,ECO100,492,774,14,1,6
2023-01-05,WH_10,ECO250,441,429,34,0,4
2023-01-05,WH_10,ECO500,310,172,16,0,6
2023-01-05,WH_10,ECOBIO1L,375,748,2,0,11
2023-01-05,WH_11,ECO100,385,565,36,0,3
2023-01-05,WH_11,ECO250,204,118,21,0,9
2023-01-05,WH_11,ECO500,491,266,25,0,6
2023-01-05,WH_11,ECOBIO1L,75,94,37,0,4
2023-01-05,WH_12,ECO100,42,192,15,1,8
2023-01-05,WH_12,ECO250,306,746,27,0,10
2023-01-05,WH_12,ECO500,271,584,35,0,11
2023-01-05,WH_12,ECOBIO1L,355,250,1,0,9
2023-01-06,WH_1,ECO100,188,202,16,0,3
2023-01-06,WH_1,ECO250,21,799,32,0,11
2023-01-06,WH_1,ECO500,494,599,32,0,2
2023-01-06,WH_1,ECOBIO1L,107,390,22,0,9
2023-01-06,WH_2,ECO100,212,25,24,0,3
2023-01-06,WH_2,ECO250,198,98,37,0,11
2023-01-06,WH_2,ECO500,407,287,30,0,11
2023-01-06,WH_2,ECOBIO1L,334,141,37,0,9
2023-01-06,WH_3,ECO100,381,92,30,0,9
2023-01-06,WH_3,ECO250,384,572,36,0,4
2023-01-06,WH_3,ECO500,217,696,7,0,7
2023-01-06,WH_3,ECOBIO1L,477,301,25,0,10
2023-01-06,WH_4,ECO100,480,779,34,0,2
2023-01-06,WH_4,ECO250,176,295,27,0,3
2023-01-06,WH_4,ECO500,135,440,1,0,6
2023-01-06,WH_4,ECOBIO1L,322,381,44,0,4
2023-01-06,WH_5,ECO100,415,513,27,0,10
2023-01-06,WH_5,ECO250,34,486,38,0,11
2023-01-06,WH_5,ECO500,149,642,11,0,2
2023-01-06,WH_5,ECOBIO1L,205,299,22,1,11
2023-01-06,WH_6,ECO100,370,348,14,0,9
2023-01-06,WH_6,ECO250,90,617,13,0,2
2023-01-06,WH_6,ECO500,228,273,3,0,7
2023-01-06,WH_6,ECOBIO1L,73,158,28,0,10
2023-01-06,WH_7,ECO100,180,285,31,0,11
2023-01-06,WH_7,ECO250,435,781,10,0,3
2023-01-06,WH_7,ECO500,177,564,33,0,10
2023-01-06,WH_7,ECOBIO1L,329,127,28,0,3
2023-01-06,WH_8,ECO100,467,121,32,0,2
2023-01-06,WH_8,ECO250,238,204,9,1,7
2023-01-06,WH_8,ECO500,223,136,34,0,8
2023-01-06,WH_8,ECOBIO1L,261,468,15,0,5
2023-01-06,WH_9,ECO100,2,254,31,1,8
2023-01-06,WH_9,ECO250,136,741,27,0,11
2023-01-06,WH_9,ECO500,459,334,14,0,10
2023-01-06,WH_9,ECOBIO1L,385,307,31,0,11
2023-01-06,WH_10,ECO100,456,719,31,0,7
2023-01-06,WH_10,ECO250,428,766,32,0,9
2023-01-06,WH_10,ECO500,445,749,18,0,10
2023-01-06,WH_10,ECOBIO1L,422,174,30,0,9
2023-01-06,WH_11,ECO100,373,256,41,0,5
2023-01-06,WH_11,ECO250,111,631,41,0,10
2023-01-06,WH_11,ECO500,208,673,29,0,8
2023-01-06,WH_11,ECOBIO1L,92,546,35,0,3
2023-01-06,WH_12,ECO100,484,207,19,0,6
2023-01-06,WH_12,ECO250,432,659,36,0,7
2023-01-06,WH_12,ECO500,432,329,15,0,5
2023-01-06,WH_12,ECOBIO1L,177,322,41,1,9
2023-01-07,WH_1,ECO100,63,103,2,0,2
2023-01-07,WH_1,ECO250,191,745,8,0,2
2023-01-07,WH_1,ECO500,219,652,12,0,10
2023-01-07,WH_1,ECOBIO1L,477,498,16,1,11
2023-01-07,WH_2,ECO100,338,141,9,0,8
2023-01-07,WH_2,ECO250,377,322,40,0,2
2023-01-07,WH_2,ECO500,274,21,11,0,8
2023-01-07,WH_2,ECOBIO1L,383,543,15,0,6
2023-01-07,WH_3,ECO100,417,763,30,0,2
2023-01-07,WH_3,ECO250,319,141,33,0,10
2023-01-07,WH_3,ECO500,7,583,24,0,2
2023-01-07,WH_3,ECOBIO1L,452,594,5,0,3
2023-01-07,WH_4,ECO100,308,754,26,0,11
2023-01-07,WH_4,ECO250,439,96,25,1,9
2023-01-07,WH_4,ECO500,105,259,15,0,3
2023-01-07,WH_4,ECOBIO1L,27,185,22,0,7
2023-01-07,WH_5,ECO100,378,25,39,0,7
2023-01-07,WH_5,ECO250,122,743,12,0,9
2023-01-07,WH_5,ECO500,2,276,9,0,5
2023-01-07,WH_5,ECOBIO1L,428,543,29,0,2
2023-01-07,WH_6,ECO100,456,479,30,0,3
2023-01-07,WH_6,ECO250,301,404,43,0,7
2023-01-07,WH_6,ECO500,30,568,16,0,6
2023-01-07,WH_6,ECOBIO1L,127,648,17,0,8
2023-01-07,WH_7,ECO100,138,207,9,0,2
2023-01-07,WH_7,ECO250,32,671,17,0,2
2023-01-07,WH_7,ECO500,309,56,14,0,4
2023-01-07,WH_7,ECOBIO1L,431,283,1,0,6
2023-01-07,WH_8,ECO100,229,246,41,0,3
2023-01-07,WH_8,ECO250,333,26,30,0,6
2023-01-07,WH_8,ECO500,395,398,4,0,3
2023-01-07,WH_8,ECOBIO1L,425,162,44,0,4
2023-01-07,WH_9,ECO100,137,782,29,1,9
2023-01-07,WH_9,ECO250,420,767,11,0,8
2023-01-07,WH_9,ECO500,14,225,24,0,3
2023-01-07,WH_9,ECOBIO1L,244,474,20,0,4
2023-01-07,WH_10,ECO100,13,728,28,0,2
2023-01-07,WH_10,ECO250,161,752,41,0,10
2023-01-07,WH_10,ECO500,363,581,21,0,10
2023-01-07,WH_10,ECOBIO1L,8,130,20,0,10
2023-01-07,WH_11,ECO100,227,431,36,0,9
2023-01-07,WH_11,ECO250,176,148,34,0,11
2023-01-07,WH_11,ECO500,385,196,26,0,7
2023-01-07,WH_11,ECOBIO1L,49,429,35,0,2
2023-01-07,WH_12,ECO100,111,296,14,0,3
2023-01-07,WH_12,ECO250,443,692,10,0,11
2023-01-07,WH_12,ECO500,359,194,34,0,2
2023-01-07,WH_12,ECOBIO1L,406,180,44,0,7
2023-01-08,WH_1,ECO100,391,686,14,0,3
2023-01-08,WH_1,ECO250,431,119,7,0,6
2023-01-08,WH_1,ECO500,8,383,39,0,3
2023-01-08,WH_1,ECOBIO1L,10,323,42,0,3
2023-01-08,WH_2,ECO100,408,657,43,1,5
2023-01-08,WH_2,ECO250,350,670,27,0,2
2023-01-08,WH_2,ECO500,255,757,42,1,11
2023-01-08,WH_2,ECOBIO1L,451,199,39,1,4
2023-01-08,WH_3,ECO100,462,326,26,0,6
2023-01-08,WH_3,ECO250,64,720,19,0,9
2023-01-08,WH_3,ECO500,13,255,25,1,2
2023-01-08,WH_3,ECOBIO1L,51,150,24,0,7
2023-01-08,WH_4,ECO100,428,610,27,0,5
2023-01-08,WH_4,ECO250,331,718,33,1,4
2023-01-08,WH_4,ECO500,472,409,28,0,9
2023-01-08,WH_4,ECOBIO1L,294,84,28,0,9
2023-01-08,WH_5,ECO100,110,395,29,0,4
2023-01-08,WH_5,ECO250,90,715,13,0,6
2023-01-08,WH_5,ECO500,145,663,42,0,8
2023-01-08,WH_5,ECOBIO1L,495,329,10,0,11
2023-01-08,WH_6,ECO100,287,261,13,0,3
2023-01-08,WH_6,ECO250,314,441,35,0,7
2023-01-08,WH_6,ECO500,390,707,38,0,10
2023-01-08,WH_6,ECOBIO1L,494,605,25,0,7
2023-01-08,WH_7,ECO100,223,100,28,0,6
2023-01-08,WH_7,ECO250,375,197,11,0,9
2023-01-08,WH_7,ECO500,229,267,44,0,7
2023-01-08,WH_7,ECOBIO1L,284,569,32,0,4
2023-01-08,WH_8,ECO100,457,383,27,0,9
2023-01-08,WH_8,ECO250,376,485,22,0,11
2023-01-08,WH_8,ECO500,315,127,29,0,7
2023-01-08,WH_8,ECOBIO1L,331,577,30,0,5
2023-01-08,WH_9,ECO100,457,517,44,0,4
2023-01-08,WH_9,ECO250,229,251,35,0,9
2023-01-08,WH_9,ECO500,318,553,11,0,9
2023-01-08,WH_9,ECOBIO1L,222,630,5,0,10
2023-01-08,WH_10,ECO100,143,487,20,0,11
2023-01-08,WH_10,ECO250,402,689,7,1,9
2023-01-08,WH_10,ECO500,377,770,37,0,9
2023-01-08,WH_10,ECOBIO1L,498,766,30,0,5
2023-01-08,WH_11,ECO100,148,114,22,0,6
2023-01-08,WH_11,ECO250,70,212,4,0,3
2023-01-08,WH_11,ECO500,235,311,3,0,3
2023-01-08,WH_11,ECOBIO1L,159,67,24,0,8
2023-01-08,WH_12,ECO100,365,183,37,0,7
2023-01-08,WH_12,ECO250,467,580,44,1,7
2023-01-08,WH_12,ECO500,133,64,21,0,8
2023-01-08,WH_12,ECOBIO1L,195,163,3,0,2
2023-01-09,WH_1,ECO100,489,700,29,0,11
2023-01-09,WH_1,ECO250,386,113,17,0,10
2023-01-09,WH_1,ECO500,128,343,36,0,8
2023-01-09,WH_1,ECOBIO1L,15,39,20,0,8
2023-01-09,WH_2,ECO100,18,313,4,0,5
2023-01-09,WH_2,ECO250,419,248,15,0,8
2023-01-09,WH_2,ECO500,413,251,5,0,11
2023-01-09,WH_2,ECOBIO1L,171,792,17,0,11
2023-01-09,WH_3,ECO100,347,182,31,0,9
2023-01-09,WH_3,ECO250,40,245,9,0,9
2023-01-09,WH_3,ECO500,4,528,21,0,10
2023-01-09,WH_3,ECOBIO1L,432,168,38,0,10
2023-01-09,WH_4,ECO100,456,176,24,0,4
2023-01-09,WH_4,ECO250,497,494,26,0,8
2023-01-09,WH_4,ECO500,170,164,11,0,2
2023-01-09,WH_4,ECOBIO1L,109,738,12,0,3
2023-01-09,WH_5,ECO100,471,604,16,0,8
2023-01-09,WH_5,ECO250,206,591,20,0,10
2023-01-09,WH_5,ECO500,53,693,36,0,4
2023-01-09,WH_5,ECOBIO1L,158,70,33,0,4
2023-01-09,WH_6,ECO100,154,217,38,0,3
2023-01-09,WH_6,ECO250,18,156,13,0,10
2023-01-09,WH_6,ECO500,87,678,2,0,5
2023-01-09,WH_6,ECOBIO1L,350,622,21,0,5
2023-01-09,WH_7,ECO100,456,488,7,0,4
2023-01-09,WH_7,ECO250,202,316,36,0,6
2023-01-09,WH_7,ECO500,427,272,16,0,8
2023-01-09,WH_7,ECOBIO1L,419,572,44,0,10
2023-01-09,WH_8,ECO100,40,295,33,0,2
2023-01-09,WH_8,ECO250,141,190,18,0,2
2023-01-09,WH_8,ECO500,122,590,8,0,8
2023-01-09,WH_8,ECOBIO1L,385,486,7,0,11
2023-01-09,WH_9,ECO100,210,662,26,0,5
2023-01-09,WH_9,ECO250,467,786,38,0,5
2023-01-09,WH_9,ECO500,267,626,15,0,10
2023-01-09,WH_9,ECOBIO1L,270,465,24,0,4
2023-01-09,WH_10,ECO100,379,407,9,0,11
2023-01-09,WH_10,ECO250,154,767,12,0,10
2023-01-09,WH_10,ECO500,286,408,34,0,4
2023-01-09,WH_10,ECOBIO1L,257,753,2,1,7
2023-01-09,WH_11,ECO100,341,185,40,0,5
2023-01-09,WH_11,ECO250,195,52,8,0,3
2023-01-09,WH_11,ECO500,277,187,5,0,3
2023-01-09,WH_11,ECOBIO1L,245,636,40,1,9
2023-01-09,WH_12,ECO100,71,348,34,0,4
2023-01-09,WH_12,ECO250,435,589,24,0,2
2023-01-09,WH_12,ECO500,319,82,27,0,6
2023-01-09,WH_12,ECOBIO1L,340,122,14,0,8
2023-01-10,WH_1,ECO100,497,130,6,0,8
2023-01-10,WH_1,ECO250,337,696,18,0,11
2023-01-10,WH_1,ECO500,101,663,22,0,2
2023-01-10,WH_1,ECOBIO1L,95,491,12,0,4
2023-01-10,WH_2,ECO100,366,708,43,0,10
2023-01-10,WH_2,ECO250,237,582,25,0,10
2023-01-10,WH_2,ECO500,25,256,8,0,2
2023-01-10,WH_2,ECOBIO1L,91,388,36,1,10
2023-01-10,WH_3,ECO100,13,620,23,0,3
2023-01-10,WH_3,ECO250,36,202,15,1,5
2023-01-10,WH_3,ECO500,476,724,41,0,6
2023-01-10,WH_3,ECOBIO1L,54,372,42,0,7
2023-01-10,WH_4,ECO100,19,35,5,0,6
2023-01-10,WH_4,ECO250,125,189,38,0,4
2023-01-10,WH_4,ECO500,69,420,14,0,10
2023-01-10,WH_4,ECOBIO1L,122,399,4,0,2
2023-01-10,WH_5,ECO100,98,348,39,0,2
2023-01-10,WH_5,ECO250,339,350,33,0,7
2023-01-10,WH_5,ECO500,291,282,39,0,5
2023-01-10,WH_5,ECOBIO1L,82,101,34,0,10
2023-01-10,WH_6,ECO100,76,692,31,0,10
2023-01-10,WH_6,ECO250,118,552,42,0,7
2023-01-10,WH_6,ECO500,251,368,18,0,9
2023-01-10,WH_6,ECOBIO1L,465,730,29,0,4
2023-01-10,WH_7,ECO100,482,596,15,0,7
2023-01-10,WH_7,ECO250,132,397,26,0,7
2023-01-10,WH_7,ECO500,499,184,36,0,7
2023-01-10,WH_7,ECOBIO1L,427,781,7,0,6
2023-01-10,WH_8,ECO100,429,233,14,0,9
2023-01-10,WH_8,ECO250,392,224,16,1,9
2023-01-10,WH_8,ECO500,201,779,7,0,6
2023-01-10,WH_8,ECOBIO1L,352,787,20,1,8
2023-01-10,WH_9,ECO100,166,166,5,0,9
2023-01-10,WH_9,ECO250,193,750,28,1,3
2023-01-10,WH_9,ECO500,483,254,42,0,4
2023-01-10,WH_9,ECOBIO1L,484,684,32,0,11
2023-01-10,WH_10,ECO100,296,131,10,0,9
2023-01-10,WH_10,ECO250,410,685,14,0,2
2023-01-10,WH_10,ECO500,358,582,13,0,5
2023-01-10,WH_10,ECOBIO1L,58,623,3,0,3
2023-01-10,WH_11,ECO100,243,758,27,0,4
2023-01-10,WH_11,ECO250,299,679,11,0,9
2023-01-10,WH_11,ECO500,275,627,17,0,9
2023-01-10,WH_11,ECOBIO1L,417,554,2,0,9
2023-01-10,WH_12,ECO100,247,257,43,0,5
2023-01-10,WH_12,ECO250,485,386,35,0,4
2023-01-10,WH_12,ECO500,104,540,22,0,10
2023-01-10,WH_12,ECOBIO1L,336,452,14,0,7
2023-01-11,WH_1,ECO100,22,729,13,0,3
2023-01-11,WH_1,ECO250,397,642,29,0,8
2023-01-11,WH_1,ECO500,340,318,23,0,10
2023-01-11,WH_1,ECOBIO1L,140,680,34,0,5
2023-01-11,WH_2,ECO100,459,481,26,0,4
2023-01-11,WH_2,ECO250,251,737,16,0,2
2023-01-11,WH_2,ECO500,82,726,40,0,6
2023-01-11,WH_2,ECOBIO1L,62,624,25,0,3
2023-01-11,WH_3,ECO100,295,548,1,0,10
2023-01-11,WH_3,ECO250,485,425,9,0,2
2023-01-11,WH_3,ECO500,42,550,8,0,3
2023-01-11,WH_3,ECOBIO1L,69,292,5,0,6
2023-01-11,WH_4,ECO100,74,293,28,0,7
2023-01-11,WH_4,ECO250,414,677,21,0,9
2023-01-11,WH_4,ECO500,44,672,11,0,7
