Date,Country,SKU,Actual_Units,Forecast_System_Units,Abs_Error,MAPE_Percent,Bias_Percent,Forecast_Variation_MoM,Root_Cause_Label,Root_Cause_Flag,Root_Cause_Impact
2023-07-01,FR,FB_EU_001,3370,2099,1271,37.71513351996584,-37.71513351996584,-2.4225820454604836,None,False,None
2023-08-01,FR,FB_EU_001,1398,2101,703,50.2861229969341,50.2861229969341,-3.0091589773052685,MissingEvents,True,Medium
2023-09-01,FR,FB_EU_001,2258,1932,326,14.437555352330579,-14.437555352330579,-5.399042751908578,Outliers,True,Medium
2023-10-01,FR,FB_EU_001,1667,2130,463,27.77444509431647,27.77444509431647,-2.5623628905008484,SeasonalityShift,True,Low
2023-11-01,FR,FB_EU_001,2416,2505,89,3.683774832912345,3.683774832912345,6.808131738611848,MissingEvents,True,Medium
2023-12-01,FR,FB_EU_001,2238,2007,231,10.321715813082344,-10.321715813082344,5.008326579663295,Outliers,True,Medium
2022-01-01,FR,FB_EU_002,394,541,147,37.30964457535623,37.30964457535623,-9.319672020302953,None,False,None
2022-02-01,FR,FB_EU_002,613,588,25,4.078303419121855,-4.078303419121855,1.6073916765379397,DataErrors,True,Medium
2022-03-01,FR,FB_EU_002,535,629,94,17.57009342510263,17.57009342510263,8.755917565060644,None,False,None
2022-04-01,FR,FB_EU_002,568,749,181,31.86619712699613,31.86619712699613,-1.718425067327258,None,False,None
2022-05-01,FR,FB_EU_002,434,626,192,44.2396312344709,44.2396312344709,-5.4166263045652006,None,False,None
2022-06-01,FR,FB_EU_002,423,497,74,17.49408979315818,17.49408979315818,4.0817636377546345,HighPromoFrequency,True,Medium
2022-07-01,FR,FB_EU_002,414,527,113,27.29468592440897,27.29468592440897,-9.320234334961333,None,False,None
2022-08-01,FR,FB_EU_002,476,495,19,3.991596630269755,3.991596630269755,-5.957037734385652,Outliers,True,Medium
2022-09-01,FR,FB_EU_002,484,543,59,12.190082619441979,12.190082619441979,4.245280506212035,MissingEvents,True,Low
2022-10-01,FR,FB_EU_002,649,422,227,34.97688746536689,-34.97688746536689,0.6936166057946722,DataErrors,True,Medium
2022-11-01,FR,FB_EU_002,645,512,133,20.62015500679046,-20.62015500679046,-5.478245244621882,SeasonalityShift,True,Medium
2022-12-01,FR,FB_EU_002,650,530,120,18.461538433136095,-18.461538433136095,-1.746829799415601,SeasonalityShift,True,Medium
2023-01-01,FR,FB_EU_002,485,566,81,16.701030893399935,16.701030893399935,1.0757023143077435,None,False,None
2023-02-01,FR,FB_EU_002,626,451,175,27.955271520838224,-27.955271520838224,8.351973653715575,None,False,None
2023-03-01,FR,FB_EU_002,618,510,108,17.475728127061927,-17.475728127061927,4.900046718222572,None,False,None
2023-04-01,FR,FB_EU_002,549,644,95,17.304189403817507,17.304189403817507,0.49399390164285817,None,False,None
2023-05-01,FR,FB_EU_002,636,596,40,6.28930816621178,-6.28930816621178,-2.586937285774249,None,False,None
2023-06-01,FR,FB_EU_002,564,597,33,5.851063819413008,5.851063819413008,-6.820102443334321,DataErrors,True,Medium
2023-07-01,FR,FB_EU_002,570,651,81,14.210526290858725,14.210526290858725,0.40772664821407567,DataErrors,True,Medium
2023-08-01,FR,FB_EU_002,519,746,227,43.73795752651646,43.73795752651646,-1.0494583139615934,None,False,None
2023-09-01,FR,FB_EU_002,618,472,146,23.624595431028162,-23.624595431028162,-2.2549693352335938,HighPromoFrequency,True,Low
2023-10-01,FR,FB_EU_002,588,543,45,7.653061211474386,-7.653061211474386,0.22064957696434326,Outliers,True,Medium
2023-11-01,FR,FB_EU_002,495,557,62,12.525252499948985,12.525252499948985,7.507974492495567,SeasonalityShift,True,Medium
2023-12-01,FR,FB_EU_002,753,639,114,15.139442210970197,-15.139442210970197,-5.250122373484356,MissingEvents,True,Low
2022-01-01,FR,FB_EU_003,1302,1783,481,36.94316433414503,36.94316433414503,1.420646380294469,Outliers,True,High
2022-02-01,FR,FB_EU_003,1528,1123,405,26.50523558474788,-26.50523558474788,-4.319151081481513,None,False,None
2022-03-01,FR,FB_EU_003,1114,1707,593,53.23159779781723,53.23159779781723,-3.229387359474118,DataErrors,True,Low
2022-04-01,FR,FB_EU_003,1234,1482,248,20.097244716290724,20.097244716290724,-2.565462275919803,HighPromoFrequency,True,Medium
2022-05-01,FR,FB_EU_003,1518,1357,161,10.606060599073741,-10.606060599073741,-6.157372377437209,HighPromoFrequency,True,Medium
2022-06-01,FR,FB_EU_003,1348,865,483,35.83086050754387,-35.83086050754387,6.259648129005647,None,False,None
2022-07-01,FR,FB_EU_003,1249,1076,173,13.851080853602015,-13.851080853602015,7.555167813302962,None,False,None
2022-08-01,FR,FB_EU_003,1262,1079,183,14.500792381536613,-14.500792381536613,7.488872032102968,None,False,None
2022-09-01,FR,FB_EU_003,1642,897,745,45.371498145327955,-45.371498145327955,-5.706588949158116,None,False,None
2022-10-01,FR,FB_EU_003,1321,1038,283,21.423164253275424,-21.423164253275424,-0.07993106324021099,None,False,None
2022-11-01,FR,FB_EU_003,1435,1666,231,16.097560964391942,16.097560964391942,-3.5888407250879943,None,False,None
2022-12-01,FR,FB_EU_003,929,1475,546,58.77287399486235,58.77287399486235,2.732457875622108,Outliers,True,Low
2023-01-01,FR,FB_EU_003,1746,1455,291,16.666666657121038,-16.666666657121038,2.2285086747904845,None,False,None
2023-02-01,FR,FB_EU_003,1265,1759,494,39.051383368338826,39.051383368338826,2.0114290358309765,MissingEvents,True,Medium
2023-03-01,FR,FB_EU_003,1194,1245,51,4.271356780342247,4.271356780342247,-7.097246139165785,None,False,None
2023-04-01,FR,FB_EU_003,1592,1864,272,17.08542712494634,17.08542712494634,0.7180568063469437,None,False,None
2023-05-01,FR,FB_EU_003,1814,1203,611,33.682469661696544,-33.682469661696544,-9.090096596800542,HighPromoFrequency,True,Low
2023-06-01,FR,FB_EU_003,1642,1486,156,9.500609007612296,-9.500609007612296,-0.6695419258325834,MissingEvents,True,Low
2023-07-01,FR,FB_EU_003,1380,1435,55,3.9855072434887626,3.9855072434887626,3.4974010294779463,Outliers,True,High
2023-08-01,FR,FB_EU_003,986,1398,412,41.784989815633885,41.784989815633885,-3.709784040968604,None,False,None
2023-09-01,FR,FB_EU_003,876,1496,620,70.77625562696774,70.77625562696774,-1.0909064647291336,DataErrors,True,Medium
2023-10-01,FR,FB_EU_003,1691,1292,399,23.595505604023945,-23.595505604023945,-2.192262017760486,MissingEvents,True,Medium
2023-11-01,FR,FB_EU_003,1488,1403,85,5.712365587558893,-5.712365587558893,-1.6326135286785437,MissingEvents,True,Low
2023-12-01,FR,FB_EU_003,1458,1464,6,0.4115226334626045,0.4115226334626045,5.828600932577531,MissingEvents,True,High
2022-01-01,FR,FB_EU_004,1896,1409,487,25.68565399489153,-25.68565399489153,1.616921191272759,Outliers,True,Medium
2022-02-01,FR,FB_EU_004,1373,1251,122,8.885651850775199,-8.885651850775199,0.475592609511188,Outliers,True,High
2022-03-01,FR,FB_EU_004,1308,1854,546,41.74311923414134,41.74311923414134,6.295900146408989,Outliers,True,Low
2022-04-01,FR,FB_EU_004,1047,1413,366,34.957020023918794,34.957020023918794,2.6297729157396974,Outliers,True,Medium
2022-05-01,FR,FB_EU_004,2055,1149,906,44.0875912194221,-44.0875912194221,2.279074062591229,MissingEvents,True,Medium
2022-06-01,FR,FB_EU_004,1377,1201,176,12.781408850558163,-12.781408850558163,2.376562572550628,MissingEvents,True,Low
2022-07-01,FR,FB_EU_004,2137,1601,536,25.081890488964955,-25.081890488964955,4.507582571408168,Outliers,True,Low
2022-08-01,FR,FB_EU_004,1325,1143,182,13.735849046237094,-13.735849046237094,-3.4929480162083726,HighPromoFrequency,True,Medium
2022-09-01,FR,FB_EU_004,1637,1531,106,6.475259617302834,-6.475259617302834,1.6725969274756094,DataErrors,True,Low
2022-10-01,FR,FB_EU_004,1750,950,800,45.714285688163265,-45.714285688163265,-1.8526165382144,None,False,None
2022-11-01,FR,FB_EU_004,1679,1387,292,17.391304337467954,-17.391304337467954,6.154662903627006,SeasonalityShift,True,Medium
2022-12-01,FR,FB_EU_004,1702,1497,205,12.044653341924409,-12.044653341924409,-4.3225097225355285,Outliers,True,Low
2023-01-01,FR,FB_EU_004,1534,2010,476,31.029986941962196,31.029986941962196,-2.0560098993468086,None,False,None
2023-02-01,FR,FB_EU_004,1880,2246,366,19.468085096027615,19.468085096027615,-1.2439362733313997,DataErrors,True,Low
2023-03-01,FR,FB_EU_004,1616,1543,73,4.517326729877891,-4.517326729877891,-2.57665204563152,None,False,None
2023-04-01,FR,FB_EU_004,999,1254,255,25.52552549997445,25.52552549997445,-5.965537990918838,Outliers,True,Medium
2023-05-01,FR,FB_EU_004,1491,1745,254,17.035546601585814,17.035546601585814,1.2299323109241316,MissingEvents,True,Low
2023-06-01,FR,FB_EU_004,1444,1642,198,13.711911347844936,13.711911347844936,4.126275848708023,SeasonalityShift,True,Low
2023-07-01,FR,FB_EU_004,1645,1297,348,21.155015184708198,-21.155015184708198,2.7346905031636366,MissingEvents,True,Low
2023-08-01,FR,FB_EU_004,1854,2169,315,16.990291252971794,16.990291252971794,4.002399041753303,HighPromoFrequency,True,Medium
2023-09-01,FR,FB_EU_004,1321,1724,403,30.507191498480548,30.507191498480548,-4.112625974262131,None,False,None
2023-10-01,FR,FB_EU_004,1292,1787,495,38.31269346879822,38.31269346879822,-12.131631980829534,None,False,None
2023-11-01,FR,FB_EU_004,1306,1487,181,13.859111781118596,13.859111781118596,6.520621931639989,MissingEvents,True,Low
2023-12-01,FR,FB_EU_004,1939,1913,26,1.3408973690866954,-1.3408973690866954,5.068383525976698,HighPromoFrequency,True,Medium
2022-01-01,FR,FB_EU_005,956,715,241,25.20920499455104,-25.20920499455104,-5.132125766636262,None,False,None
2022-02-01,FR,FB_EU_005,1080,979,101,9.351851843192728,-9.351851843192728,1.3631000142767369,MissingEvents,True,High
2022-03-01,FR,FB_EU_005,645,841,196,30.387596852112253,30.387596852112253,5.309060157258196,MissingEvents,True,Medium
2022-04-01,FR,FB_EU_005,900,1116,216,23.999999973333335,23.999999973333335,-0.5288847679678627,None,False,None
2022-05-01,FR,FB_EU_005,1381,836,545,39.4641563798232,-39.4641563798232,-4.196878712844363,MissingEvents,True,Low
2022-06-01,FR,FB_EU_005,992,696,296,29.83870964734001,-29.83870964734001,-3.8728678259621763,MissingEvents,True,Low
2022-07-01,FR,FB_EU_005,892,539,353,39.57399098702467,-39.57399098702467,2.458828906558472,None,False,None
2022-08-01,FR,FB_EU_005,835,851,16,1.916167662375847,1.916167662375847,-1.7437241523446445,None,False,None
2022-09-01,FR,FB_EU_005,1024,1202,178,17.382812483024594,17.382812483024594,-5.060917905632793,None,False,None
2022-10-01,FR,FB_EU_005,1081,756,325,30.064754828802258,-30.064754828802258,-3.4866947544428246,MissingEvents,True,Medium
2022-11-01,FR,FB_EU_005,1023,1186,163,15.933528821179346,15.933528821179346,-3.535091389032579,Outliers,True,Low
2022-12-01,FR,FB_EU_005,763,1100,337,44.16775878877096,44.16775878877096,5.0578903382301155,DataErrors,True,Medium
2023-01-01,FR,FB_EU_005,904,790,114,12.610619455076748,-12.610619455076748,2.021546721165792,HighPromoFrequency,True,High
2023-02-01,FR,FB_EU_005,1109,855,254,22.903516661042815,-22.903516661042815,9.606502688105081,None,False,None
2023-03-01,FR,FB_EU_005,976,725,251,25.717213088404495,-25.717213088404495,3.331884997736653,HighPromoFrequency,True,Low
2023-04-01,FR,FB_EU_005,974,881,93,9.548254610320067,-9.548254610320067,1.1816650490635392,DataErrors,True,Low
2023-05-01,FR,FB_EU_005,943,679,264,27.995758188763777,-27.995758188763777,-5.256486725866319,DataErrors,True,Medium
2023-06-01,FR,FB_EU_005,815,930,115,14.11042943053935,14.11042943053935,-5.202818734302433,MissingEvents,True,Low
2023-07-01,FR,FB_EU_005,1066,715,351,32.92682923740447,-32.92682923740447,4.535055065723338,None,False,None
2023-08-01,FR,FB_EU_005,1027,1001,26,2.5316455671551648,-2.5316455671551648,-0.12072723575598034,None,False,None
2023-09-01,FR,FB_EU_005,1523,1020,503,33.02692052985757,-33.02692052985757,-5.600303109987289,None,False,None
2023-10-01,FR,FB_EU_005,1219,848,371,30.43478258372864,-30.43478258372864,0.08306463151579326,None,False,None
2023-11-01,FR,FB_EU_005,844,1156,312,36.96682460075021,36.96682460075021,-0.0007838532363449032,SeasonalityShift,True,Medium
2023-12-01,FR,FB_EU_005,1439,1014,425,29.534398867592493,-29.534398867592493,4.234823790575816,Outliers,True,Medium
2022-01-01,FR,FB_EU_006,1072,1532,460,42.910447721165625,42.910447721165625,6.0782713593943924,DataErrors,True,Medium
2022-02-01,FR,FB_EU_006,1635,1557,78,4.770642198917038,-4.770642198917038,1.7809088561139368,Outliers,True,Low
2022-03-01,FR,FB_EU_006,1716,1221,495,28.84615382934373,-28.84615382934373,-7.406646515545977,DataErrors,True,Medium
2022-04-01,FR,FB_EU_006,1957,1388,569,29.075114957038775,-29.075114957038775,0.3961824095904264,Outliers,True,Low
2022-05-01,FR,FB_EU_006,1480,1490,10,0.675675675219138,0.675675675219138,-5.273756037742862,MissingEvents,True,Low
2022-06-01,FR,FB_EU_006,1537,1670,133,8.653220553901612,8.653220553901612,-9.302247246055575,None,False,None
2022-07-01,FR,FB_EU_006,1427,1864,437,30.623686033199938,30.623686033199938,-10.486465243568329,None,False,None
2022-08-01,FR,FB_EU_006,1759,1749,10,0.5685048319678767,-0.5685048319678767,2.44247372733751,MissingEvents,True,High
2022-09-01,FR,FB_EU_006,1988,1812,176,8.853118707820363,-8.853118707820363,-5.446231064040039,Outliers,True,Medium
2022-10-01,FR,FB_EU_006,1328,1574,246,18.5240963715933,18.5240963715933,10.499800926181742,None,False,None
2022-11-01,FR,FB_EU_006,1894,1935,41,2.164730727473743,2.164730727473743,-1.7314661867201375,None,False,None
2022-12-01,FR,FB_EU_006,1073,1582,509,47.437092220468685,47.437092220468685,5.062372056302761,None,False,None
2023-01-01,FR,FB_EU_006,1418,1408,10,0.7052186172741758,-0.7052186172741758,3.4510132170955856,Outliers,True,Medium
2023-02-01,FR,FB_EU_006,601,1008,407,67.72046577750338,67.72046577750338,-0.7142400502351767,HighPromoFrequency,True,High
2023-03-01,FR,FB_EU_006,1759,1731,28,1.5918135295100548,-1.5918135295100548,-6.093065819933683,None,False,None
2023-04-01,FR,FB_EU_006,1040,1219,179,17.211538444988904,17.211538444988904,3.5308048265608702,None,False,None
2023-05-01,FR,FB_EU_006,1843,1633,210,11.394465539124,-11.394465539124,-4.981025829617339,MissingEvents,True,Low
2023-06-01,FR,FB_EU_006,1383,1894,511,36.94866230155556,36.94866230155556,2.6043179478616136,DataErrors,True,Low
2023-07-01,FR,FB_EU_006,1772,1005,767,43.28442435480563,-43.28442435480563,2.9944500522293254,MissingEvents,True,High
2023-08-01,FR,FB_EU_006,2207,1149,1058,47.938377866815415,-47.938377866815415,-11.516852684325102,None,False,None
2023-09-01,FR,FB_EU_006,1665,1672,7,0.42042042016791564,0.42042042016791564,2.002721611743154,Outliers,True,Low
2023-10-01,FR,FB_EU_006,1463,1452,11,0.7518796987341901,-0.7518796987341901,-0.3014347113809931,None,False,None
2023-11-01,FR,FB_EU_006,1698,1354,344,20.259128374405694,-20.259128374405694,6.291047833311928,None,False,None
2023-12-01,FR,FB_EU_006,1769,1555,214,12.097230066649388,-12.097230066649388,-1.9305844506675005,DataErrors,True,High
2022-01-01,FR,FB_EU_007,1166,2072,906,77.70154367264018,77.70154367264018,1.1273157722785252,None,False,None
2022-02-01,FR,FB_EU_007,2766,2481,285,10.303687631849716,-10.303687631849716,-4.318394268134212,None,False,None
2022-03-01,FR,FB_EU_007,2334,1702,632,27.077977709049712,-27.077977709049712,-4.8818316688372425,HighPromoFrequency,True,Medium
2022-04-01,FR,FB_EU_007,1884,1215,669,35.50955412127943,-35.50955412127943,-0.1978979513398304,None,False,None
2022-05-01,FR,FB_EU_007,2209,1099,1110,50.248981416818026,-50.248981416818026,1.6141338412758734,None,False,None
2022-06-01,FR,FB_EU_007,2485,2163,322,12.957746473658855,-12.957746473658855,-6.804978623257222,None,False,None
2022-07-01,FR,FB_EU_007,1107,1801,694,62.691960196303555,62.691960196303555,-1.4332026271007914,HighPromoFrequency,True,Medium
2022-08-01,FR,FB_EU_007,2121,1785,336,15.84158415094692,-15.84158415094692,-7.195983497772579,None,False,None
2022-09-01,FR,FB_EU_007,2523,1651,872,34.56202931646372,-34.56202931646372,-4.1664531523339035,MissingEvents,True,Medium
2022-10-01,FR,FB_EU_007,1574,2264,690,43.83735702424564,43.83735702424564,-4.664422606547319,None,False,None
2022-11-01,FR,FB_EU_007,1841,1973,132,7.170016291596949,7.170016291596949,0.1438310756158524,None,False,None
2022-12-01,FR,FB_EU_007,1829,1525,304,16.621104419562,-16.621104419562,10.072112283254292,None,False,None
2023-01-01,FR,FB_EU_007,1783,1582,201,11.27313515912892,-11.27313515912892,-8.685999119109004,None,False,None
2023-02-01,FR,FB_EU_007,2214,1766,448,20.234869006217313,-20.234869006217313,-0.34037370016858143,MissingEvents,True,Medium
2023-03-01,FR,FB_EU_007,2127,2009,118,5.547719790527635,-5.547719790527635,8.33658824512964,MissingEvents,True,Low
2023-04-01,FR,FB_EU_007,2396,2361,35,1.4607679459679601,-1.4607679459679601,1.4181214432522289,SeasonalityShift,True,Medium
2023-05-01,FR,FB_EU_007,1601,2888,1287,80.38725791356198,80.38725791356198,2.139774610398217,SeasonalityShift,True,Low
2023-06-01,FR,FB_EU_007,1743,1439,304,17.44119333480138,-17.44119333480138,1.7864727918410936,Outliers,True,Medium
2023-07-01,FR,FB_EU_007,2291,1705,586,25.578350054308885,-25.578350054308885,5.665747683844513,None,False,None
2023-08-01,FR,FB_EU_007,2023,1490,533,26.34700937896836,-26.34700937896836,-0.12673625995444432,None,False,None
2023-09-01,FR,FB_EU_007,2710,1444,1266,46.715867141433264,-46.715867141433264,1.3784854782381215,DataErrors,True,Low
2023-10-01,FR,FB_EU_007,1668,1979,311,18.645083921675607,18.645083921675607,1.7486338207428398,None,False,None
2023-11-01,FR,FB_EU_007,1670,2091,421,25.209580823227792,25.209580823227792,-4.088952888375278,None,False,None
2023-12-01,FR,FB_EU_007,2454,1423,1031,42.013039917680096,-42.013039917680096,4.695057562213357,DataErrors,True,Medium
2022-01-01,FR,FB_EU_008,1224,1632,408,33.333333306100215,33.333333306100215,-3.312886755853426,None,False,None
2022-02-01,FR,FB_EU_008,1826,1414,412,22.562979177128707,-22.562979177128707,-3.6658161798111175,None,False,None
2022-03-01,FR,FB_EU_008,1688,1410,278,16.469194303039576,-16.469194303039576,4.236886318521514,DataErrors,True,Low
2022-04-01,FR,FB_EU_008,1618,1008,610,37.70086524245929,-37.70086524245929,4.350013470309298,Outliers,True,Medium
2022-05-01,FR,FB_EU_008,1495,1933,438,29.297658843279155,29.297658843279155,-8.972062983648918,Outliers,True,Medium
2022-06-01,FR,FB_EU_008,1658,1359,299,18.033775622416297,-18.033775622416297,6.6423263247097575,None,False,None
2022-07-01,FR,FB_EU_008,1722,1365,357,20.73170730503385,-20.73170730503385,6.7185809697375785,Outliers,True,Low
2022-08-01,FR,FB_EU_008,1668,978,690,41.36690645001984,-41.36690645001984,-5.816408561341337,DataErrors,True,Low
2022-09-01,FR,FB_EU_008,1427,1551,124,8.689558508276413,8.689558508276413,0.5727285039716258,None,False,None
2022-10-01,FR,FB_EU_008,1499,1296,203,13.542361565348656,-13.542361565348656,0.7815870831148048,MissingEvents,True,High
2022-11-01,FR,FB_EU_008,1790,1516,274,15.307262561280858,-15.307262561280858,4.592300958537624,None,False,None
2022-12-01,FR,FB_EU_008,1393,1584,191,13.711414204083693,13.711414204083693,4.226826143496657,None,False,None
2023-01-01,FR,FB_EU_008,1313,1639,326,24.828636690914973,24.828636690914973,-4.7814092373819355,None,False,None
2023-02-01,FR,FB_EU_008,1628,1189,439,26.965601949038327,-26.965601949038327,-1.7661372925213126,None,False,None
2023-03-01,FR,FB_EU_008,1494,1341,153,10.240963848566958,-10.240963848566958,-3.6639669450579815,SeasonalityShift,True,Medium
2023-04-01,FR,FB_EU_008,1832,1515,317,17.30349344033652,-17.30349344033652,-6.139638232191351,Outliers,True,Medium
2023-05-01,FR,FB_EU_008,1666,1025,641,38.47539013296795,-38.47539013296795,3.291858063175368,HighPromoFrequency,True,Medium
2023-06-01,FR,FB_EU_008,1176,1219,43,3.6564625819247762,3.6564625819247762,-6.922289769012583,Outliers,True,Low
2023-07-01,FR,FB_EU_008,2177,1860,317,14.56132291476283,-14.56132291476283,0.9093192048850506,SeasonalityShift,True,Low
2023-08-01,FR,FB_EU_008,1396,1352,44,3.1518624619255995,-3.1518624619255995,-2.8877698257074385,MissingEvents,True,Medium
2023-09-01,FR,FB_EU_008,759,1348,589,77.60210793464807,77.60210793464807,7.25986266365495,DataErrors,True,Low
2023-10-01,FR,FB_EU_008,1016,1073,57,5.610236214950555,5.610236214950555,7.517812012454166,HighPromoFrequency,True,Low
2023-11-01,FR,FB_EU_008,1536,1024,512,33.33333331163194,-33.33333331163194,-0.6400433393921612,MissingEvents,True,Low
2023-12-01,FR,FB_EU_008,1495,1471,24,1.6053511694947482,-1.6053511694947482,1.5491510217801654,HighPromoFrequency,True,Medium
2022-01-01,FR,FB_EU_009,2149,880,1269,59.05072123822675,-59.05072123822675,7.896095724117559,SeasonalityShift,True,Low
2022-02-01,FR,FB_EU_009,1503,1585,82,5.455755152724048,5.455755152724048,-1.687069838886872,None,False,None
2022-03-01,FR,FB_EU_009,1705,1376,329,19.296187671967044,-19.296187671967044,5.732211568577872,None,False,None
2022-04-01,FR,FB_EU_009,848,1622,774,91.27358479802643,91.27358479802643,3.165312435825092,DataErrors,True,Medium
2022-05-01,FR,FB_EU_009,1875,1545,330,17.599999990613334,-17.599999990613334,-2.6440879438046587,DataErrors,True,Low
2022-06-01,FR,FB_EU_009,1035,2104,1069,103.28502405479706,103.28502405479706,8.766712335980099,MissingEvents,True,Low
2022-07-01,FR,FB_EU_009,1610,1835,225,13.975155270822883,13.975155270822883,-5.737540777996195,MissingEvents,True,Medium
2022-08-01,FR,FB_EU_009,1712,2011,299,17.464953260826544,17.464953260826544,0.994848368507193,MissingEvents,True,High
2022-09-01,FR,FB_EU_009,898,1241,343,38.19599104877952,38.19599104877952,4.566888123990581,MissingEvents,True,High
2022-10-01,FR,FB_EU_009,1589,1699,110,6.922592821319954,6.922592821319954,0.0028182024128792183,None,False,None
2022-11-01,FR,FB_EU_009,1558,1277,281,18.035943505753565,-18.035943505753565,2.761433064535879,MissingEvents,True,Low
2022-12-01,FR,FB_EU_009,1159,1725,566,48.83520271886522,48.83520271886522,-0.4016289295881922,HighPromoFrequency,True,High
2023-01-01,FR,FB_EU_009,1290,1432,142,11.007751929451354,11.007751929451354,-1.7602739185465357,None,False,None
2023-02-01,FR,FB_EU_009,1882,1274,608,32.30605736859402,-32.30605736859402,13.413048231045101,None,False,None
2023-03-01,FR,FB_EU_009,1742,1628,114,6.544202062833408,-6.544202062833408,7.368251096601521,SeasonalityShift,True,Medium
2023-04-01,FR,FB_EU_009,1847,1611,236,12.777476982795084,-12.777476982795084,-0.9837915296737086,DataErrors,True,Low
2023-05-01,FR,FB_EU_009,2008,1960,48,2.390438245821495,-2.390438245821495,-10.102258181684077,None,False,None
2023-06-01,FR,FB_EU_009,2110,1964,146,6.919431276341502,-6.919431276341502,2.9526218042817822,None,False,None
2023-07-01,FR,FB_EU_009,1609,1480,129,8.017402108130886,-8.017402108130886,5.677825786325318,SeasonalityShift,True,Medium
2023-08-01,FR,FB_EU_009,1583,1354,229,14.466203402105998,-14.466203402105998,0.7598992430918512,SeasonalityShift,True,Medium
2023-09-01,FR,FB_EU_009,1902,2066,164,8.62250262427839,8.62250262427839,3.72455783656467,MissingEvents,True,Medium
2023-10-01,FR,FB_EU_009,1939,1285,654,33.7287261301038,-33.7287261301038,5.067207224434491,None,False,None
2023-11-01,FR,FB_EU_009,1605,1800,195,12.149532702710571,12.149532702710571,-3.143222575382473,None,False,None
2023-12-01,FR,FB_EU_009,1289,1675,386,29.945694313463385,29.945694313463385,-3.9410879311057667,SeasonalityShift,True,Low
2022-01-01,FR,FB_EU_010,1944,1323,621,31.944444428012115,-31.944444428012115,1.6096598393117545,None,False,None
2022-02-01,FR,FB_EU_010,1453,1467,14,0.9635237433148494,0.9635237433148494,3.6800862129165086,SeasonalityShift,True,High
2022-03-01,FR,FB_EU_010,1389,658,731,52.627789738928875,-52.627789738928875,-3.28292041681069,HighPromoFrequency,True,Medium
2022-04-01,FR,FB_EU_010,1212,1615,403,33.25082505507358,33.25082505507358,-4.407549823372597,DataErrors,True,Medium
2022-05-01,FR,FB_EU_010,1215,1212,3,0.24691358004369252,-0.24691358004369252,-2.481170046679049,HighPromoFrequency,True,High
2022-06-01,FR,FB_EU_010,1707,1300,407,23.842999400209138,-23.842999400209138,-1.5082789780396881,DataErrors,True,Low
2022-07-01,FR,FB_EU_010,1441,1328,113,7.841776538624721,-7.841776538624721,-0.751458392603434,MissingEvents,True,Medium
2022-08-01,FR,FB_EU_010,1662,1360,302,18.17087844875398,-18.17087844875398,-2.6917509072502415,SeasonalityShift,True,High
2022-09-01,FR,FB_EU_010,1694,1197,497,29.33884295788734,-29.33884295788734,-0.9621008113990491,MissingEvents,True,Medium
